record_group,sample_type,concentration_molar,concentration_label,instrument,replicate,raman_shift_cm-1,intensity_mean,intensity_sd,n_scans
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,735.46044559999996,6287.1406283149845,7921.8253236896489,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,739.96652640000002,6299.3118008152514,7656.7835690592874,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,744.4657813,6245.5594164343393,7366.8292741379873,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,748.95822150000004,6004.4531717022855,6916.9048142407464,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,753.44385869999996,5430.1888539787587,6565.7503371299636,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,757.9227042,5184.9924583813281,6214.5964890062314,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,762.39476960000002,4803.548353157601,6028.406380200041,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,766.86006620000001,4323.8424566940648,5954.1880189081667,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,771.31860559999996,4464.3378655329116,5561.7524617315839,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,775.770399,4179.0091249374564,5227.6097226275997,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,780.21545800000001,3634.5104058497855,5025.553311244259,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,784.65379389999998,3617.6551363916442,4751.8701480365735,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,789.08541809999997,3655.2964921570006,4402.22450614625,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,793.51034200000004,3543.1843584884055,4157.2473170631056,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,797.92857690000005,3559.2775812565087,3994.7291091281231,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,802.34013419999997,3730.6273690053249,3797.5546266205602,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,806.74502529999995,3858.5277505337972,3630.4132122519668,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,811.14326140000003,3898.2783494111545,3300.5210034889055,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,815.53485379999995,3561.8705887682663,3138.9422120573849,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,819.91981390000001,3067.7829666537814,3006.2374449391077,5
