manifest_order,prepared_file,prepared_sha256,sample_type,concentration_M,concentration_label,prepared_replicate,prepared_accumulation,source_collection,source_master_path,source_master_column_index,source_master_column_name,source_scan_id,source_date,source_setting,source_replicate,intensity_max_abs_difference,axis_max_abs_difference,axis_match_1e-5,concentration_agrees,expected_calibration_date,expected_calibration_setting,date_matches_expected,setting_matches_expected,lineage_class,scientific_status,source_reuse_count,source_scan_first_prepared_file,source_scan_is_reused,statistical_independence_status
97,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10pM_rep2_acc2.csv,99331acd1929731b7f2b14908366db651df2ef2bc3b7c0e7f45f8fe7b2002824,sample,1e-11,10pM,2,2,master_portable,Test 4-ATP/24-09-24/4 ATP/750_5_5_H/AAB_4 ATP_10^-11M_750_5_5_H_S2.csv,2,2,Test 4-ATP/24-09-24/4 ATP/750_5_5_H/AAB_4 ATP_10^-11M_750_5_5_H_S2.csv#2,24-09-24,750_5_5_H,2,0.0,0.3993705685700206,False,True,03-07-24,750_5_5_L,False,False,exact_intensity_acquisition_context_and_axis_conflict,publication_snapshot_only_mixed_acquisition_and_axis,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10pM_rep2_acc2.csv,False,no_exact_reuse_detected_within_prepared_set
98,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10pM_rep2_acc3.csv,fea037d15eb5a62fb12f849d89af3035a80fd337f99f4d5b314f3bd4d46a2a95,sample,1e-11,10pM,2,3,master_portable,Test 4-ATP/24-09-24/4 ATP/750_5_5_H/AAB_4 ATP_10^-11M_750_5_5_H_S2.csv,3,3,Test 4-ATP/24-09-24/4 ATP/750_5_5_H/AAB_4 ATP_10^-11M_750_5_5_H_S2.csv#3,24-09-24,750_5_5_H,2,0.0,0.3993705685700206,False,True,03-07-24,750_5_5_L,False,False,exact_intensity_acquisition_context_and_axis_conflict,publication_snapshot_only_mixed_acquisition_and_axis,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10pM_rep2_acc3.csv,False,no_exact_reuse_detected_within_prepared_set
99,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10pM_rep2_acc4.csv,acd6b7bf3baceaa7e6e305cb12a5a9f8f88219b9b878ac8db9841c0840d1e2d1,sample,1e-11,10pM,2,4,master_portable,Test 4-ATP/24-09-24/4 ATP/750_5_5_H/AAB_4 ATP_10^-11M_750_5_5_H_S2.csv,4,4,Test 4-ATP/24-09-24/4 ATP/750_5_5_H/AAB_4 ATP_10^-11M_750_5_5_H_S2.csv#4,24-09-24,750_5_5_H,2,0.0,0.3993705685700206,False,True,03-07-24,750_5_5_L,False,False,exact_intensity_acquisition_context_and_axis_conflict,publication_snapshot_only_mixed_acquisition_and_axis,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10pM_rep2_acc4.csv,False,no_exact_reuse_detected_within_prepared_set
100,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10pM_rep2_acc5.csv,872d36ef41a87bf9137755ee4498461a4d147eed65fc94fa028ba9254b864061,sample,1e-11,10pM,2,5,master_portable,Test 4-ATP/24-09-24/4 ATP/750_5_5_H/AAB_4 ATP_10^-11M_750_5_5_H_S2.csv,5,5,Test 4-ATP/24-09-24/4 ATP/750_5_5_H/AAB_4 ATP_10^-11M_750_5_5_H_S2.csv#5,24-09-24,750_5_5_H,2,0.0,0.3993705685700206,False,True,03-07-24,750_5_5_L,False,False,exact_intensity_acquisition_context_and_axis_conflict,publication_snapshot_only_mixed_acquisition_and_axis,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10pM_rep2_acc5.csv,False,no_exact_reuse_detected_within_prepared_set
101,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10pM_rep3_acc1.csv,b94191690c1e3017922324f1038e59f51f65ee9ebfc51d242a71d62cf9e03a32,sample,1e-11,10pM,3,1,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-11M_750_5_5_L_S3.csv,1,1,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-11M_750_5_5_L_S3.csv#1,03-07-24,750_5_5_L,3,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10pM_rep3_acc1.csv,False,no_exact_reuse_detected_within_prepared_set
102,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10pM_rep3_acc2.csv,dadeeda0787a494bcc792f1dbbea8f51a67e83146bef7c43631b144816750f3e,sample,1e-11,10pM,3,2,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-11M_750_5_5_L_S3.csv,2,2,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-11M_750_5_5_L_S3.csv#2,03-07-24,750_5_5_L,3,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10pM_rep3_acc2.csv,False,no_exact_reuse_detected_within_prepared_set
103,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10pM_rep3_acc3.csv,83ea8365b5e13e4f5ef230fe7826855ba21f3ac85ada320b2977182de82526b4,sample,1e-11,10pM,3,3,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-11M_750_5_5_L_S3.csv,3,3,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-11M_750_5_5_L_S3.csv#3,03-07-24,750_5_5_L,3,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10pM_rep3_acc3.csv,False,no_exact_reuse_detected_within_prepared_set
104,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10pM_rep3_acc4.csv,0d0dfa5411d03374aa6a5dde45e7d1c6264a8326989921fadee78f9d79da1932,sample,1e-11,10pM,3,4,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-11M_750_5_5_L_S3.csv,4,4,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-11M_750_5_5_L_S3.csv#4,03-07-24,750_5_5_L,3,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10pM_rep3_acc4.csv,False,no_exact_reuse_detected_within_prepared_set
105,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10pM_rep3_acc5.csv,c49f2ce63114f67a299ca1d496a80b1f355eafa1f68df364fd8a61b526a6153c,sample,1e-11,10pM,3,5,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-11M_750_5_5_L_S3.csv,5,5,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-11M_750_5_5_L_S3.csv#5,03-07-24,750_5_5_L,3,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10pM_rep3_acc5.csv,False,no_exact_reuse_detected_within_prepared_set
106,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep1_acc1.csv,67685f84f8968dd31315af5a7bfe23cb55e08290e05a561259a31bd1b9e591c1,sample,1e-05,10uM,1,1,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S3.csv,1,1,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S3.csv#1,03-07-24,750_5_5_L,3,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep1_acc1.csv,False,no_exact_reuse_detected_within_prepared_set
107,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep1_acc2.csv,aca194a07c500815855e133e16b3af3084df0113c0c52f60b7607d070aba853c,sample,1e-05,10uM,1,2,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S3.csv,2,2,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S3.csv#2,03-07-24,750_5_5_L,3,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep1_acc2.csv,False,no_exact_reuse_detected_within_prepared_set
108,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep1_acc3.csv,21070cbe279fa2ff4d33d7f4168ad5ece59995fc139ee3dac47dd7ed10144cae,sample,1e-05,10uM,1,3,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S3.csv,3,3,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S3.csv#3,03-07-24,750_5_5_L,3,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep1_acc3.csv,False,no_exact_reuse_detected_within_prepared_set
109,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep1_acc4.csv,bfbc15437716e073cbb602c545b802820234d1c647a5667461e96a8aa8eb4161,sample,1e-05,10uM,1,4,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S3.csv,4,4,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S3.csv#4,03-07-24,750_5_5_L,3,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep1_acc4.csv,False,no_exact_reuse_detected_within_prepared_set
110,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep1_acc5.csv,a3f10eb888755c244e2776164f469b741b29ef364fd8cf66f5a1a95baf3a9ebd,sample,1e-05,10uM,1,5,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S3.csv,5,5,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S3.csv#5,03-07-24,750_5_5_L,3,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep1_acc5.csv,False,no_exact_reuse_detected_within_prepared_set
111,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep2_acc1.csv,2ff3fd49f6687df6582dff573a8dc2ed7052b87988aed0c16d92d8d58a045090,sample,1e-05,10uM,2,1,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S2.csv,1,1,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S2.csv#1,03-07-24,750_5_5_L,2,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,2,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep2_acc1.csv,True,not_independent_exact_source_scan_reused
112,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep2_acc2.csv,6a1328935dc96d16cac320f9a85d8a7d9867b261f442bc97b3a90427fd3b2ba9,sample,1e-05,10uM,2,2,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S2.csv,2,2,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S2.csv#2,03-07-24,750_5_5_L,2,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,2,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep2_acc2.csv,True,not_independent_exact_source_scan_reused
113,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep2_acc3.csv,47380a1d8ecc82c0b9346b046766a785edf0ae09edc8583644f51c338feb2936,sample,1e-05,10uM,2,3,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S2.csv,3,3,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S2.csv#3,03-07-24,750_5_5_L,2,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,2,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep2_acc3.csv,True,not_independent_exact_source_scan_reused
114,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep2_acc4.csv,d6b2b9b3fc1ca2d1274b6e0814a88f9243168e8e107f2a121d7cc3cbf545449f,sample,1e-05,10uM,2,4,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S2.csv,4,4,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S2.csv#4,03-07-24,750_5_5_L,2,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,2,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep2_acc4.csv,True,not_independent_exact_source_scan_reused
115,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep2_acc5.csv,b426ffd750ce493826a07f404262cc003eafe682b5739a91cc0accbfb40974c3,sample,1e-05,10uM,2,5,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S2.csv,5,5,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S2.csv#5,03-07-24,750_5_5_L,2,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,2,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep2_acc5.csv,True,not_independent_exact_source_scan_reused
116,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep3_acc1.csv,2ff3fd49f6687df6582dff573a8dc2ed7052b87988aed0c16d92d8d58a045090,sample,1e-05,10uM,3,1,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S2.csv,1,1,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S2.csv#1,03-07-24,750_5_5_L,2,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,2,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep2_acc1.csv,True,not_independent_exact_source_scan_reused
117,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep3_acc2.csv,6a1328935dc96d16cac320f9a85d8a7d9867b261f442bc97b3a90427fd3b2ba9,sample,1e-05,10uM,3,2,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S2.csv,2,2,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S2.csv#2,03-07-24,750_5_5_L,2,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,2,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep2_acc2.csv,True,not_independent_exact_source_scan_reused
118,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep3_acc3.csv,47380a1d8ecc82c0b9346b046766a785edf0ae09edc8583644f51c338feb2936,sample,1e-05,10uM,3,3,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S2.csv,3,3,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S2.csv#3,03-07-24,750_5_5_L,2,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,2,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep2_acc3.csv,True,not_independent_exact_source_scan_reused
119,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep3_acc4.csv,d6b2b9b3fc1ca2d1274b6e0814a88f9243168e8e107f2a121d7cc3cbf545449f,sample,1e-05,10uM,3,4,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S2.csv,4,4,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S2.csv#4,03-07-24,750_5_5_L,2,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,2,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep2_acc4.csv,True,not_independent_exact_source_scan_reused
120,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep3_acc5.csv,b426ffd750ce493826a07f404262cc003eafe682b5739a91cc0accbfb40974c3,sample,1e-05,10uM,3,5,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S2.csv,5,5,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S2.csv#5,03-07-24,750_5_5_L,2,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,2,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep2_acc5.csv,True,not_independent_exact_source_scan_reused
121,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep1_acc1.csv,9a07e3adb656ab329227bf59759701e6430ea6e2d038f4f2d5813aa49c60e625,sample,1e-15,1fM,1,1,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S3.csv,1,1,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S3.csv#1,03-07-24,750_5_5_L,3,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep1_acc1.csv,False,no_exact_reuse_detected_within_prepared_set
122,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep1_acc2.csv,380049d3a507b6557016d20a47f2af3137f7061132bcc79e8a151d2552f73174,sample,1e-15,1fM,1,2,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S3.csv,2,2,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S3.csv#2,03-07-24,750_5_5_L,3,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep1_acc2.csv,False,no_exact_reuse_detected_within_prepared_set
123,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep1_acc3.csv,c2d308bfd492b63cd5cb99d2649dbed5b1a29f1f53b8dd07716b8ccc7766cdc4,sample,1e-15,1fM,1,3,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S3.csv,3,3,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S3.csv#3,03-07-24,750_5_5_L,3,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep1_acc3.csv,False,no_exact_reuse_detected_within_prepared_set
124,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep1_acc4.csv,ff826ce373585e8d6c2eb8c68a1d4986c959c04611602408c153eb634d6336e6,sample,1e-15,1fM,1,4,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S3.csv,4,4,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S3.csv#4,03-07-24,750_5_5_L,3,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep1_acc4.csv,False,no_exact_reuse_detected_within_prepared_set
125,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep1_acc5.csv,cf2f4f9a9bb48497a05d0269684f78ac124e0b509f5a3a9152be57877b0a7550,sample,1e-15,1fM,1,5,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S3.csv,5,5,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S3.csv#5,03-07-24,750_5_5_L,3,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep1_acc5.csv,False,no_exact_reuse_detected_within_prepared_set
126,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep2_acc1.csv,30519c26262a9d794cd50a414b52a016ec16d64eb9b46747e720ee9f261ec867,sample,1e-15,1fM,2,1,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S1.csv,1,1,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S1.csv#1,03-07-24,750_5_5_L,1,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep2_acc1.csv,False,no_exact_reuse_detected_within_prepared_set
127,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep2_acc2.csv,bc766f142867c7b854e0b0dd2b3cf9168cbe222d13c8f9963c0c961364fcb4f6,sample,1e-15,1fM,2,2,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S1.csv,2,2,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S1.csv#2,03-07-24,750_5_5_L,1,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep2_acc2.csv,False,no_exact_reuse_detected_within_prepared_set
128,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep2_acc3.csv,20660be20b6153a2e659596045537949ac3ecd447aa4e40d3c513dee4a79167d,sample,1e-15,1fM,2,3,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S1.csv,3,3,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S1.csv#3,03-07-24,750_5_5_L,1,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep2_acc3.csv,False,no_exact_reuse_detected_within_prepared_set
129,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep2_acc4.csv,464b3a434dd689c5e2c5bdd85fc3f6dc1683451693aa93f2779a3f354512e3db,sample,1e-15,1fM,2,4,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S1.csv,4,4,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S1.csv#4,03-07-24,750_5_5_L,1,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep2_acc4.csv,False,no_exact_reuse_detected_within_prepared_set
