Raman shift (cm-1),RM_AS,RM_HS_V1,RM_HS_V2,RM_HS_V3
2069.570746,129.1696343,105.3239193,53.23066568,56.97614
2068.737385,121.481947,96.90628813,52.44015433,51.18625
2067.903886,105.7939652,81.76258138,46.05343548,41.8283
2067.070248,86.13944914,63.19568288,36.2674103,32.70585
2066.236471,68.01054263,46.65332887,30.44657277,27.72
2065.402556,56.0290641,36.10480419,29.04899796,24.86394
2064.568501,44.39694587,30.345207,28.45309206,23.83605
2063.734308,29.66540564,26.07167232,27.46340151,26.23016
2062.899975,20.26551713,24.64163558,25.21649987,29.91573
2062.065504,17.14270349,26.29031688,23.06383172,29.92703
2061.230893,20.59184297,32.03265239,24.81319462,30.46182
2060.396144,31.78349576,44.93410312,31.56890546,34.75071
2059.561255,48.4892254,61.13770782,40.92846485,41.9414
2058.726228,61.60443381,74.22454008,49.70760676,49.66819
2057.891061,66.61851189,81.62599422,56.53225508,52.49981
2057.055755,67.68202786,84.68703099,61.36096181,52.67002
2056.22031,63.49449579,85.10644817,63.69395948,50.82227
2055.384725,60.23204598,85.58585887,64.26064343,50.50722
2054.549002,62.79053994,88.06498165,63.74382645,52.97623
2053.713139,68.40521214,90.86689646,61.74619014,54.09488
2052.877137,77.64997107,93.99053686,61.38947021,56.9553
2052.040995,86.40859936,98.32256112,64.90131261,62.92365
2051.204714,90.86112397,101.6760984,67.10084732,70.69734
2050.368294,96.29083883,103.5870405,65.83376604,74.67333
2049.531734,100.1026903,106.231844,66.87167815,77.80003
2048.695035,106.0725657,112.6249774,70.06725149,86.52903
2047.858196,114.1310255,119.7911561,69.74742969,95.86499
2047.021218,114.8992024,122.617582,67.39509159,104.47282
2046.1841,114.5178144,124.1913083,65.93787423,108.69013
2045.346843,112.9798075,125.3384775,63.69404935,108.54771
2044.509446,111.2301985,128.0123214,60.88906243,109.75632
2043.671909,111.7614739,132.5315828,58.70261755,109.41361
2042.834233,115.106861,135.3105774,56.73727497,105.64495
2041.996417,117.6116198,137.5961918,57.06879221,102.64576
2041.158461,123.1774768,145.6983835,63.2242105,106.40273
2040.320366,140.2671875,163.0653928,73.85418008,114.42209
2039.482131,149.8374168,175.7886782,81.22117453,119.17828
2038.643756,142.8592292,174.2273648,79.85843793,114.18637
2037.805241,128.9333399,163.9305335,74.3981052,101.29967
2036.966586,116.9597221,152.8688479,71.97543493,90.8451
2036.127791,108.1394324,143.0480723,71.91677287,83.78587
2035.288857,96.35777744,127.4262654,68.91415209,77.71586
2034.449782,84.44552677,109.4793257,61.96602387,68.57369
2033.610568,78.6806477,99.1089502,57.76922306,59.89474
2032.771213,76.76268531,96.36260257,61.71877533,58.43361
2031.931719,71.92570749,95.96047194,68.30285583,58.26721
2031.092084,69.01211477,95.71470991,71.6258754,59.6249
2030.252309,71.51750417,99.49644952,75.49702972,61.85948
2029.412394,73.90903528,106.2615594,82.6187426,64.84677
2028.572339,75.88518474,112.1118105,89.09679822,69.70541
2027.732144,75.50153608,115.2116567,92.88924662,70.46284
2026.891808,70.90843599,113.630576,94.87321849,69.1691
2026.051332,65.73121937,111.6527028,94.92916035,64.82301
2025.210716,64.86625042,111.5450294,93.62877089,60.46318
