Raman_shift_cm-1,Benchtop AS,Portable AS,Benchtop V1,Portable V1,Benchtop V2,Portable V2,Benchtop V3,Portable V3
1337,0.12118,0.02766,0.04311,0.02428,0.09999,0.0779,0.15877,0.08504
1338,0.12421,0.02046,0.05035,0.0267,0.10113,0.08393,0.15221,0.08313
1339,0.13407,0.01459,0.06124,0.02904,0.10526,0.08611,0.14943,0.07918
1340,0.14893,0.00872,0.07509,0.03137,0.1122,0.08829,0.15111,0.07522
1341,0.16528,0.00284,0.08924,0.03371,0.11948,0.09046,0.15411,0.07127
1342,0.17845,0.0011,0.10056,0.03428,0.12493,0.08734,0.15427,0.06517
1343,0.18519,7.17E-04,0.10738,0.03427,0.12771,0.0825,0.15143,0.05837
1344,0.18415,3.30E-04,0.10926,0.03426,0.12767,0.07765,0.14545,0.05156
1345,0.17612,5.49E-04,0.1069,0.03419,0.12583,0.07292,0.13694,0.04607
1346,0.16481,0.00427,0.10214,0.03376,0.12374,0.06888,0.12841,0.04816
1347,0.15274,0.00799,0.09684,0.03333,0.12203,0.06485,0.12195,0.05026
1348,0.14204,0.01171,0.09213,0.0329,0.12069,0.06081,0.11846,0.05235
1349,0.13152,0.01641,0.08748,0.03211,0.11898,0.05738,0.11702,0.05632
1350,0.11718,0.02191,0.08128,0.03102,0.11543,0.05446,0.11631,0.06187
1351,0.09963,0.0274,0.07306,0.02994,0.11008,0.05153,0.11672,0.06741
1352,0.0832,0.0329,0.06457,0.02885,0.10486,0.0486,0.12091,0.07295
1353,0.07129,0.03751,0.05768,0.02868,0.10128,0.04672,0.12913,0.07388
1354,0.06576,0.04208,0.05352,0.02856,0.10007,0.04489,0.13998,0.07457
1355,0.06706,0.04665,0.05185,0.02844,0.10084,0.04306,0.15127,0.07525
1356,0.07183,0.05099,0.05121,0.02912,0.10146,0.0412,0.16043,0.07543
1357,0.07582,0.05496,0.05044,0.03122,0.09996,0.03927,0.16556,0.07471
1358,0.07784,0.05892,0.04885,0.03331,0.09585,0.03734,0.1656,0.07399
1359,0.07761,0.06288,0.04678,0.03541,0.08938,0.03541,0.16123,0.07327
1360,0.07737,0.06508,0.04563,0.03686,0.08243,0.03652,0.15517,0.07285
1361,0.08101,0.06677,0.04684,0.03812,0.07778,0.03853,0.1505,0.07252
1362,0.08725,0.06846,0.0504,0.03937,0.07607,0.04053,0.1468,0.07218
1363,0.09382,0.07001,0.05526,0.04119,0.076,0.04452,0.14291,0.0738
1364,0.09967,0.07093,0.06038,0.04531,0.07694,0.05674,0.13756,0.08356
1365,0.10251,0.07186,0.06486,0.04943,0.07919,0.06897,0.13005,0.09332
1366,0.10104,0.07279,0.06889,0.05355,0.08312,0.08119,0.12073,0.10307
1367,0.09633,0.07519,0.07378,0.06097,0.08908,0.09897,0.11072,0.11782
1368,0.08989,0.07848,0.0811,0.07043,0.09764,0.12016,0.1026,0.13565
1369,0.0828,0.08178,0.092,0.07988,0.10912,0.14136,0.09673,0.15348
1370,0.07742,0.0854,0.10816,0.08964,0.12382,0.16295,0.09311,0.17179
1371,0.07344,0.0953,0.13043,0.10547,0.1423,0.19231,0.09258,0.19957
1372,0.0689,0.10521,0.15847,0.12129,0.16465,0.22167,0.09634,0.22735
1373,0.06557,0.11511,0.19287,0.13711,0.19057,0.25103,0.10638,0.25514
1374,0.0714,0.13186,0.23557,0.15888,0.22056,0.28398,0.12521,0.28893
1375,0.09354,0.15593,0.28875,0.187,0.25526,0.32077,0.1551,0.32913
1376,0.13317,0.17999,0.35203,0.21513,0.29442,0.35757,0.1958,0.36933
1377,0.18907,0.20406,0.4232,0.24325,0.33766,0.39436,0.24627,0.40954
1378,0.25752,0.23336,0.49886,0.27702,0.38478,0.43,0.30428,0.44862
1379,0.33625,0.2631,0.57557,0.31125,0.43582,0.46554,0.36702,0.4876
1380,0.42174,0.29283,0.64987,0.34549,0.49121,0.50108,0.43275,0.52659
1381,0.50812,0.31929,0.71714,0.37784,0.55114,0.5314,0.50011,0.5564
1382,0.59151,0.34013,0.77388,0.40699,0.61441,0.55276,0.56731,0.57051
1383,0.67072,0.36097,0.81845,0.43614,0.67812,0.57412,0.63211,0.58462
1384,0.74197,0.38181,0.84878,0.46529,0.73833,0.59548,0.69022,0.59874
1385,0.80003,0.39405,0.86244,0.48315,0.79129,0.6013,0.73714,0.60112
1386,0.84138,0.40439,0.85826,0.49852,0.83441,0.60368,0.76958,0.60091
1387,0.86488,0.41473,0.83709,0.5139,0.86646,0.60606,0.78558,0.60069
1388,0.87186,0.42142,0.80084,0.52249,0.88672,0.60367,0.78445,0.59486
1389,0.8631,0.41846,0.75188,0.51312,0.89432,0.58863,0.76662,0.57414
1390,0.83943,0.41551,0.69231,0.50375,0.8887,0.57359,0.73427,0.55341
1391,0.80161,0.41255,0.62419,0.49439,0.87016,0.55855,0.68875,0.53269
1392,0.75199,0.39873,0.55086,0.47009,0.83868,0.53093,0.63184,0.50256
1393,0.69208,0.38098,0.47532,0.44039,0.79344,0.49877,0.56552,0.46903
1394,0.62123,0.36323,0.39907,0.41069,0.73494,0.4666,0.49209,0.4355
1395,0.54294,0.34365,0.32428,0.37891,0.66464,0.43176,0.41525,0.40081
1396,0.46456,0.31674,0.25483,0.3388,0.58457,0.38622,0.33928,0.36144
1397,0.39281,0.28984,0.19407,0.2987,0.4986,0.34067,0.26851,0.32207
1398,0.32945,0.26293,0.14362,0.2586,0.41106,0.29512,0.20548,0.2827
1399,0.27406,0.23081,0.10335,0.21746,0.32601,0.24822,0.15128,0.23974
1400,0.22592,0.19613,0.07205,0.17581,0.24765,0.20066,0.10599,0.19502
1401,0.18432,0.16145,0.04815,0.13416,0.17915,0.15309,0.06918,0.1503
1402,0.14909,0.12782,0.03003,0.09489,0.12235,0.10847,0.04108,0.10892
1403,0.11663,0.10035,0.0155,0.06966,0.07816,0.08114,0.02144,0.08727
1404,0.08473,0.07289,0.00366,0.04443,0.04505,0.05382,0.00792,0.06562
1405,0.05618,0.04542,0,0.0192,0.01949,0.02649,0.00119,0.04397
1406,0.03067,0.03036,0,0.00801,0.00313,0.01712,0,0.03578
1407,0.00682,0.02272,0,0.00524,0,0.01849,0,0.03565
1408,3.44E-04,0.01507,0,0.00247,0,0.01986,0,0.03551
1409,0,0.00936,0.00191,0.00164,0,0.02336,0,0.03691
1410,0,0.01914,0.029,0.01645,0,0.04395,0,0.05059
1411,5.06E-04,0.02893,0.07187,0.03125,0.00535,0.06454,0.00221,0.06428
1412,0.01545,0.03871,0.12961,0.04606,0.02882,0.08512,0.02628,0.07796
1413,0.05543,0.05908,0.20081,0.07453,0.05583,0.12267,0.05989,0.11439
1414,0.10818,0.08647,0.28273,0.11207,0.08287,0.17148,0.09831,0.16591
1415,0.16902,0.11387,0.37125,0.1496,0.10767,0.22029,0.13687,0.21743
1416,0.23565,0.14269,0.46274,0.18883,0.13066,0.27106,0.17437,0.2709
1417,0.31018,0.18495,0.55563,0.24393,0.1542,0.34027,0.21255,0.34257
1418,0.39375,0.2272,0.64851,0.29902,0.18025,0.40947,0.25203,0.41425
1419,0.48355,0.26945,0.73854,0.35412,0.21044,0.47867,0.29292,0.48592
1420,0.57615,0.3115,0.82248,0.41025,0.24708,0.53978,0.33662,0.5506
1421,0.66863,0.3534,0.89772,0.46708,0.29247,0.59541,0.38487,0.61055
1422,0.75627,0.3953,0.96183,0.52392,0.34806,0.65105,0.43671,0.6705
1423,0.83481,0.43612,1.01182,0.57932,0.4137,0.70435,0.48945,0.72863
1424,0.89814,0.4673,1.04432,0.6221,0.48824,0.73709,0.53944,0.77069
1425,0.94304,0.49848,1.05752,0.66488,0.57091,0.76982,0.58581,0.81275
1426,0.96929,0.52966,1.05156,0.70765,0.66024,0.80256,0.62835,0.85482
1427,0.98028,0.54604,1.02796,0.73314,0.75269,0.8198,0.6659,0.87586
1428,0.97598,0.55304,0.98814,0.74768,0.84372,0.82721,0.6983,0.88357
1429,0.95313,0.56003,0.93538,0.76221,0.92951,0.83461,0.72575,0.89128
1430,0.91433,0.56398,0.87235,0.77335,1.00663,0.83866,0.7473,0.89569
1431,0.85996,0.54698,0.80208,0.76119,1.07191,0.81965,0.76119,0.87732
1432,0.79328,0.52998,0.72868,0.74903,1.12267,0.80063,0.76982,0.85895
1433,0.72104,0.51298,0.65637,0.73688,1.15708,0.78161,0.77582,0.84059
1434,0.64699,0.48607,0.5874,0.71056,1.1735,0.74856,0.77905,0.80589
1435,0.57145,0.45376,0.52178,0.67652,1.16903,0.70785,0.77659,0.76228
1436,0.49725,0.42145,0.45945,0.64248,1.14125,0.66714,0.76443,0.71867
1437,0.42866,0.38786,0.4013,0.60608,1.09086,0.62369,0.74154,0.67125
1438,0.36653,0.34807,0.34831,0.55829,1.02126,0.56703,0.7102,0.60545
1439,0.31392,0.30828,0.30095,0.51049,0.93687,0.51037,0.6722,0.53965
1440,0.26911,0.26849,0.25839,0.4627,0.84183,0.45371,0.62697,0.47385
1441,0.22926,0.23725,0.21964,0.41845,0.73993,0.40273,0.57672,0.41432
1442,0.19533,0.20963,0.18525,0.37571,0.63623,0.35417,0.52562,0.35745
1443,0.16843,0.18202,0.15528,0.33296,0.53591,0.3056,0.47533,0.30058
1444,0.14478,0.15696,0.1283,0.29334,0.44161,0.26045,0.42364,0.24911
1445,0.12203,0.14015,0.10381,0.2638,0.35489,0.22634,0.37011,0.21511
1446,0.10481,0.12334,0.08246,0.23426,0.27869,0.19222,0.31607,0.1811
1447,0.09218,0.10654,0.06427,0.20472,0.21487,0.15811,0.26411,0.1471
1448,0.08487,0.095,0.04964,0.1839,0.16403,0.13053,0.21687,0.12125
1449,0.08281,0.085,0.03879,0.16561,0.12534,0.10484,0.17474,0.09776
1450,0.08233,0.07499,0.0309,0.14731,0.09591,0.07915,0.13827,0.07427
1451,0.08019,0.0678,0.0249,0.13222,0.07349,0.06139,0.10781,0.06052
1452,0.07682,0.06657,0.02015,0.12396,0.05753,0.0605,0.0827,0.06749
1453,0.0737,0.06534,0.01682,0.1157,0.04717,0.05961,0.06213,0.07445
1454,0.07361,0.06412,0.01625,0.10744,0.04135,0.05872,0.04814,0.08142
1455,0.08029,0.06451,0.01955,0.10201,0.03922,0.07342,0.04171,0.10425
1456,0.09044,0.06514,0.02539,0.097,0.03886,0.09047,0.04026,0.12947
1457,0.09873,0.06578,0.03138,0.092,0.03783,0.10752,0.04164,0.1547
1458,0.10279,0.06495,0.0369,0.08792,0.03492,0.12164,0.04473,0.17507
1459,0.10774,0.06213,0.04365,0.0851,0.03094,0.13176,0.05016,0.18882
1460,0.11262,0.05931,0.05197,0.08228,0.02804,0.14188,0.0598,0.20257
1461,0.11568,0.05649,0.06009,0.07946,0.02698,0.152,0.07213,0.21632
1462,0.11752,0.0498,0.06646,0.07616,0.02712,0.14961,0.08348,0.214
1463,0.11844,0.04304,0.07133,0.07286,0.02854,0.14699,0.09361,0.21138
1464,0.12362,0.03628,0.07663,0.06956,0.03263,0.14437,0.10424,0.20877
1465,0.13442,0.03146,0.08298,0.06693,0.03998,0.13614,0.11485,0.19727
1466,0.14929,0.02828,0.08942,0.06486,0.04967,0.12322,0.12386,0.17836
1467,0.16821,0.02509,0.09597,0.06279,0.06195,0.11031,0.13105,0.15945
1468,0.19456,0.02328,0.10394,0.06084,0.07813,0.09746,0.13704,0.14042
1469,0.22558,0.03216,0.11321,0.05988,0.09721,0.08513,0.14371,0.12049
1470,0.25286,0.04105,0.12113,0.05892,0.11598,0.07281,0.14958,0.10056
1471,0.27112,0.04994,0.1253,0.05796,0.13144,0.06048,0.1512,0.08063
1472,0.27798,0.05616,0.12517,0.05706,0.14198,0.05013,0.14955,0.07215
1473,0.27606,0.06117,0.12171,0.05618,0.14756,0.04067,0.14653,0.0689
1474,0.26758,0.06618,0.11594,0.0553,0.14896,0.03122,0.14349,0.06564
1475,0.25717,0.06961,0.10968,0.05373,0.14684,0.02239,0.14077,0.06178
1476,0.24926,0.06864,0.10513,0.05024,0.14252,0.01529,0.1395,0.05625
1477,0.24347,0.06768,0.1026,0.04676,0.13715,0.00818,0.13902,0.05072
1478,0.23727,0.06671,0.1011,0.04327,0.13011,0.00108,0.13714,0.04519
1479,0.227,0.06295,0.0994,0.04025,0.12081,0.00164,0.13344,0.04868
1480,0.21262,0.05868,0.09737,0.0373,0.10974,0.00357,0.12801,0.05378
1481,0.1967,0.05441,0.09544,0.03436,0.09758,0.0055,0.12279,0.05888
1482,0.1798,0.04992,0.09312,0.03154,0.08517,0.01115,0.119,0.0669
1483,0.16103,0.04513,0.08972,0.02889,0.07311,0.02161,0.11562,0.0787
1484,0.14398,0.04034,0.08669,0.02625,0.06225,0.03208,0.11325,0.0905
1485,0.13463,0.03566,0.08676,0.02355,0.05469,0.04239,0.11308,0.10194
1486,0.13369,0.03486,0.09044,0.01922,0.05236,0.04726,0.11471,0.10077
1487,0.13898,0.03405,0.09658,0.01488,0.05554,0.05212,0.11626,0.0996
1488,0.14786,0.03325,0.10337,0.01054,0.0629,0.05699,0.11569,0.09844
1489,0.15842,0.03343,0.10981,0.00761,0.07226,0.06092,0.11327,0.09726
1490,0.16798,0.03421,0.11465,0.00553,0.08148,0.06429,0.10891,0.09607
1491,0.17075,0.03499,0.11562,0.00345,0.08834,0.06766,0.10239,0.09489
1492,0.16292,0.0361,0.11096,0.00181,0.09085,0.07012,0.09362,0.09334
1493,0.14733,0.03832,0.10165,0.00167,0.0887,0.06947,0.08339,0.09054
1494,0.12883,0.04055,0.09041,0.00153,0.08406,0.06882,0.07415,0.08774
1495,0.11105,0.04278,0.07943,0.00139,0.07935,0.06817,0.06728,0.08494
1496,0.09446,0.04459,0.06965,0.00352,0.0754,0.06603,0.06273,0.08232
1497,0.08147,0.04631,0.06203,0.0061,0.07225,0.06358,0.05955,0.07974
1498,0.07435,0.04804,0.05766,0.00868,0.06989,0.06114,0.05754,0.07716
1499,0.06965,0.04955,0.05547,0.01246,0.06752,0.05932,0.05599,0.07635
1500,0.06552,0.05078,0.054,0.01772,0.06366,0.05828,0.053,0.07777
1501,0.05985,0.05201,0.05243,0.02299,0.05722,0.05724,0.04949,0.07918
1502,0.05528,0.05334,0.05223,0.02824,0.04899,0.05628,0.04726,0.08079
1503,0.05371,0.05603,0.05423,0.03337,0.04127,0.05646,0.04701,0.08541
1504,0.05512,0.05873,0.05856,0.0385,0.03662,0.05664,0.04917,0.09004
1505,0.05984,0.06142,0.06574,0.04363,0.03582,0.05681,0.05329,0.09466
1506,0.06851,0.0634,0.07535,0.04875,0.03873,0.06256,0.05936,0.10026
1507,0.08103,0.06504,0.08627,0.05386,0.04533,0.07092,0.06561,0.10632
1508,0.09276,0.06668,0.09586,0.05897,0.05468,0.07928,0.06935,0.11237
1509,0.10091,0.06648,0.10248,0.0638,0.06474,0.08806,0.07023,0.12077
1510,0.10477,0.06212,0.10627,0.06797,0.07307,0.0978,0.06916,0.13448
1511,0.10525,0.05776,0.10811,0.07215,0.07788,0.10754,0.06796,0.14819
1512,0.10386,0.0534,0.10807,0.07632,0.08006,0.11729,0.06743,0.1619
1513,0.10047,0.05154,0.10586,0.0743,0.08173,0.11916,0.06901,0.16491
1514,0.09768,0.04986,0.103,0.07186,0.08335,0.12049,0.07434,0.16719
1515,0.09763,0.04817,0.09977,0.06941,0.08477,0.12183,0.08264,0.16947
1516,0.09643,0.04705,0.09453,0.06691,0.08584,0.11894,0.09136,0.16804
1517,0.0914,0.04637,0.0864,0.06438,0.08587,0.11286,0.09735,0.16382
1518,0.08163,0.04569,0.07585,0.06184,0.0844,0.10679,0.10119,0.1596
1519,0.06958,0.04428,0.06441,0.05891,0.08111,0.09924,0.10449,0.15334
1520,0.05932,0.04015,0.05392,0.05447,0.07567,0.0861,0.10804,0.13936
1521,0.05185,0.03602,0.04525,0.05003,0.06878,0.07297,0.11207,0.12538
1522,0.04904,0.0319,0.03915,0.0456,0.06144,0.05983,0.11663,0.1114
1523,0.05184,0.02807,0.03681,0.04137,0.05429,0.04742,0.12127,0.09336
1524,0.06061,0.02429,0.03858,0.03718,0.04818,0.03514,0.12518,0.07463
1525,0.0717,0.02051,0.04243,0.033,0.0435,0.02285,0.12719,0.05589
1526,0.08027,0.0195,0.04563,0.02988,0.04024,0.01649,0.12503,0.04354
1527,0.0853,0.02123,0.04599,0.02782,0.03848,0.016,0.11784,0.03753
1528,0.08662,0.02295,0.04235,0.02576,0.03755,0.01552,0.1076,0.03152
1529,0.08582,0.0259,0.03532,0.02434,0.03665,0.01731,0.09513,0.02898
1530,0.08257,0.03552,0.02551,0.02638,0.0354,0.03156,0.08097,0.04546
1531,0.07794,0.04515,0.01447,0.02843,0.03323,0.0458,0.06698,0.06194
1532,0.07513,0.05477,0.00507,0.03048,0.03041,0.06005,0.05433,0.07842
1533,0.07752,0.06319,6.31E-04,0.03389,0.02928,0.08251,0.04452,0.10221
1534,0.0883,0.07133,0.00216,0.03761,0.03286,0.10686,0.0396,0.1277
1535,0.106,0.07947,0.00983,0.04134,0.04274,0.13121,0.04028,0.15318
1536,0.12873,0.08505,0.02188,0.04407,0.05782,0.15366,0.0451,0.17877
1537,0.15302,0.08778,0.03509,0.0457,0.07487,0.17399,0.0518,0.20447
1538,0.17284,0.09052,0.047,0.04733,0.09051,0.19431,0.05724,0.23018
1539,0.1855,0.094,0.05602,0.04864,0.10351,0.21258,0.06016,0.25354
1540,0.19038,0.10202,0.06209,0.04803,0.11431,0.21831,0.06323,0.26257
1541,0.19121,0.11003,0.0664,0.04742,0.12223,0.22403,0.06795,0.27159
1542,0.19172,0.11805,0.06963,0.04681,0.12673,0.22976,0.07321,0.28062
1543,0.19282,0.12614,0.07253,0.04707,0.1286,0.22626,0.07864,0.27878
1544,0.19539,0.13425,0.07567,0.04754,0.12879,0.22064,0.08478,0.27442
1545,0.19697,0.14236,0.07785,0.04801,0.12712,0.21501,0.0906,0.27007
1546,0.19274,0.14811,0.07647,0.04931,0.1219,0.20585,0.09376,0.26048
1547,0.17953,0.15137,0.07039,0.05147,0.11172,0.19298,0.09291,0.2454
1548,0.15824,0.15464,0.06006,0.05364,0.09838,0.18011,0.08838,0.23032
1549,0.13319,0.15789,0.04711,0.05561,0.08517,0.16642,0.08147,0.21369
1550,0.10784,0.16104,0.03412,0.05655,0.07263,0.14871,0.07556,0.18941
1551,0.08647,0.16418,0.02333,0.05749,0.06024,0.13101,0.07076,0.16513
1552,0.07097,0.16733,0.01661,0.05844,0.04991,0.1133,0.06653,0.14085
1553,0.06461,0.1713,0.01618,0.06042,0.04403,0.10049,0.06455,0.12987
1554,0.06893,0.1754,0.02308,0.06258,0.04378,0.08853,0.06601,0.12118
1555,0.07964,0.17951,0.03633,0.06474,0.04872,0.07657,0.06998,0.11249
1556,0.09237,0.18584,0.05417,0.06835,0.05673,0.07154,0.07444,0.11205
1557,0.10263,0.19403,0.07377,0.07319,0.06564,0.07237,0.07741,0.11857
1558,0.10993,0.20222,0.09336,0.07803,0.07434,0.0732,0.07686,0.12509
1559,0.11465,0.21139,0.11349,0.0836,0.08196,0.07532,0.07391,0.13163
1560,0.11802,0.22372,0.13485,0.09156,0.08777,0.08163,0.07024,0.13822
1561,0.12067,0.23606,0.15705,0.09951,0.09262,0.08794,0.06742,0.14481
1562,0.12487,0.2484,0.18031,0.10747,0.09868,0.09424,0.06872,0.15139
1563,0.13559,0.26695,0.20535,0.11806,0.1072,0.10436,0.07699,0.16438
1564,0.15202,0.28593,0.23203,0.12884,0.11907,0.11475,0.09128,0.17782
1565,0.17201,0.30491,0.2592,0.13961,0.13462,0.12514,0.10941,0.19125
1566,0.19086,0.32523,0.28323,0.15122,0.15261,0.14348,0.12869,0.21033
1567,0.20435,0.3463,0.30043,0.16331,0.17107,0.16633,0.14536,0.23261
1568,0.21031,0.36738,0.30973,0.17539,0.18806,0.18919,0.15712,0.25489
1569,0.20878,0.38775,0.31174,0.18804,0.20315,0.21376,0.16358,0.27785
1570,0.20071,0.40679,0.307,0.20174,0.21849,0.24161,0.16596,0.30212
1571,0.18988,0.42582,0.29699,0.21545,0.23578,0.26945,0.16531,0.32638
1572,0.18085,0.44469,0.28439,0.22887,0.2537,0.29659,0.16413,0.35011
1573,0.17757,0.46073,0.27191,0.23759,0.2713,0.31201,0.16306,0.3648
1574,0.18175,0.47678,0.26038,0.24632,0.28895,0.32744,0.16052,0.3795
1575,0.18829,0.49283,0.24732,0.25505,0.30385,0.34286,0.15595,0.3942
1576,0.19309,0.50388,0.23028,0.25828,0.31147,0.34773,0.14837,0.39363
1577,0.19345,0.51347,0.20853,0.2599,0.30914,0.34949,0.13661,0.38857
1578,0.18888,0.52306,0.18273,0.26152,0.29731,0.35125,0.12103,0.38351
1579,0.18249,0.53054,0.15423,0.26147,0.27843,0.35197,0.10363,0.38359
1580,0.17915,0.53588,0.12597,0.25969,0.25422,0.35163,0.08621,0.38893
1581,0.18144,0.54122,0.10145,0.25792,0.22508,0.35129,0.07083,0.39427
1582,0.18913,0.54552,0.08207,0.25512,0.19231,0.3517,0.05867,0.40047
1583,0.20074,0.54613,0.06762,0.24868,0.15913,0.35478,0.04925,0.40975
1584,0.2147,0.54674,0.05774,0.24223,0.12843,0.35786,0.0447,0.41903
1585,0.22896,0.54735,0.05167,0.23578,0.10082,0.36093,0.04495,0.4283
1586,0.2399,0.53663,0.04817,0.22621,0.07634,0.36258,0.04564,0.42493
1587,0.24323,0.52528,0.04462,0.21646,0.05537,0.36415,0.04495,0.42086
1588,0.23814,0.51394,0.03939,0.20672,0.03883,0.36572,0.04288,0.4168
1589,0.2279,0.49879,0.03371,0.19922,0.02696,0.36641,0.04065,0.408
1590,0.21204,0.48187,0.02853,0.19277,0.01903,0.36669,0.03881,0.397
1591,0.18888,0.46494,0.02321,0.18632,0.01474,0.36697,0.03722,0.386
1592,0.15996,0.44831,0.01783,0.18078,0.01419,0.3705,0.03607,0.3788
1593,0.12917,0.43208,0.01377,0.1765,0.01626,0.37852,0.03617,0.37684
1594,0.09871,0.41585,0.01198,0.17223,0.01914,0.38654,0.03801,0.37488
1595,0.07133,0.39887,0.01223,0.16813,0.02228,0.39422,0.04004,0.37378
1596,0.04638,0.37801,0.01158,0.16494,0.02546,0.40016,0.04046,0.3771
1597,0.02315,0.35715,0.00888,0.16175,0.02908,0.4061,0.04015,0.38043
1598,0.00725,0.33629,0.00573,0.15856,0.03462,0.41204,0.04197,0.38375
1599,6.28E-04,0.31225,0.00265,0.15036,0.04282,0.39613,0.04656,0.36642
1600,0,0.2879,4.85E-04,0.14166,0.05349,0.37805,0.05236,0.34703
1601,0,0.26355,0,0.13296,0.06557,0.35997,0.0577,0.32765
1602,0.00413,0.23764,0,0.12075,0.07811,0.32987,0.06239,0.29712
1603,0.01663,0.21094,0,0.10674,0.09169,0.29361,0.06694,0.26087
1604,0.03341,0.18424,0.00171,0.09273,0.1065,0.25735,0.07145,0.22462
1605,0.05169,0.15752,0.0056,0.07849,0.12085,0.22067,0.07392,0.19186
1606,0.06924,0.13076,0.00932,0.06393,0.13364,0.18342,0.07553,0.16398
1607,0.08502,0.10401,0.01309,0.04937,0.14485,0.14616,0.07696,0.13611
1608,0.09762,0.07852,0.01703,0.03548,0.15398,0.11057,0.07756,0.10897
1609,0.10695,0.05889,0.02142,0.02472,0.16134,0.08271,0.07823,0.08525
1610,0.11748,0.03926,0.02785,0.01396,0.16802,0.05485,0.08081,0.06154
1611,0.13207,0.01964,0.03754,0.0032,0.17431,0.027,0.08789,0.03782
1612,0.148,0.0131,0.04938,0.00182,0.17982,0.01916,0.09865,0.02582
1613,0.16254,0.00738,0.06125,0.00102,0.18353,0.01258,0.11093,0.01454
1614,0.17337,0.00166,0.0714,2.31E-04,0.18365,0.00599,0.12247,0.00327
1615,0.17875,0.00101,0.07837,0,0.17836,0.01355,0.13196,0.00214
1616,0.17842,0.00242,0.08152,0,0.16791,0.02689,0.13803,0.00515
1617,0.17569,0.00384,0.082,0,0.15607,0.04023,0.14058,0.00816
1618,0.17448,0.01049,0.0813,0.00554,0.1466,0.0613,0.14153,0.02285
1619,0.17711,0.02275,0.08091,0.01703,0.14031,0.09066,0.14284,0.05009
1620,0.18541,0.03502,0.08161,0.02852,0.13581,0.12001,0.14527,0.07732
1621,0.19793,0.04572,0.08386,0.04011,0.13272,0.15163,0.14749,0.10659
1622,0.21505,0.05198,0.08845,0.05201,0.13193,0.18966,0.14912,0.14166
1623,0.23515,0.05824,0.09497,0.06392,0.13318,0.2277,0.15019,0.17672
1624,0.25531,0.06434,0.10185,0.07559,0.13492,0.2653,0.15075,0.21113
1625,0.27386,0.06683,0.10752,0.08172,0.13584,0.29271,0.14996,0.23011
1626,0.28716,0.06932,0.1107,0.08786,0.13585,0.32013,0.14667,0.2491
1627,0.29481,0.07182,0.11134,0.094,0.13526,0.34754,0.1423,0.26808
1628,0.29461,0.07458,0.10893,0.09566,0.13305,0.36162,0.13735,0.27984
1629,0.28873,0.07739,0.10426,0.09637,0.12866,0.37291,0.13083,0.29009
1630,0.28607,0.0802,0.10104,0.09709,0.12391,0.3842,0.12552,0.30035
1631,0.29182,0.07865,0.10176,0.0959,0.12144,0.38481,0.12464,0.30209
1632,0.30677,0.07439,0.10622,0.09353,0.12195,0.37878,0.12862,0.29856
1633,0.32673,0.07013,0.11237,0.09115,0.12338,0.37276,0.13572,0.29502
1634,0.34433,0.06602,0.11709,0.08895,0.12274,0.36279,0.14189,0.28806
1635,0.35581,0.06212,0.11855,0.08698,0.11836,0.34718,0.14464,0.2762
1636,0.36034,0.05822,0.11667,0.08502,0.11015,0.33156,0.14449,0.26434
1637,0.35726,0.05602,0.11178,0.0836,0.09892,0.31792,0.14154,0.25405
1638,0.34872,0.06025,0.10498,0.08426,0.08712,0.31169,0.13586,0.24969
1639,0.34077,0.06448,0.09873,0.08492,0.07706,0.30546,0.13117,0.24534
1640,0.33401,0.06868,0.09375,0.08556,0.06843,0.29924,0.12929,0.24095
1641,0.3275,0.07091,0.08968,0.08415,0.05993,0.29388,0.12957,0.23423
1642,0.32138,0.07314,0.08642,0.08274,0.05148,0.28851,0.13074,0.22751
1643,0.31312,0.07537,0.08328,0.08133,0.04418,0.28315,0.13123,0.2208
1644,0.30199,0.0727,0.07974,0.07963,0.03836,0.26794,0.12971,0.2077
1645,0.28384,0.06896,0.0744,0.07787,0.03206,0.25054,0.12412,0.19319
1646,0.25656,0.06521,0.06645,0.07611,0.02454,0.23315,0.11401,0.17868
1647,0.2213,0.05927,0.05652,0.07254,0.01788,0.21551,0.10062,0.16223
1648,0.1842,0.05205,0.04734,0.06793,0.01412,0.19772,0.08816,0.14463
1649,0.15384,0.04482,0.04253,0.06331,0.01393,0.17994,0.08061,0.12704
1650,0.13662,0.0385,0.04485,0.05898,0.01785,0.16628,0.07862,0.11415
1651,0.13771,0.03332,0.05599,0.05502,0.02684,0.15775,0.0829,0.10714
1652,0.15585,0.02815,0.07463,0.05105,0.04129,0.14922,0.09381,0.10012
1653,0.18315,0.02443,0.09662,0.04842,0.05956,0.14121,0.10726,0.09404
1654,0.21241,0.02477,0.11768,0.0495,0.07773,0.13463,0.11905,0.09059
1655,0.23687,0.02511,0.13446,0.05057,0.09171,0.12805,0.12697,0.08713
1656,0.25204,0.02557,0.14607,0.05162,0.10094,0.12132,0.13146,0.08366
1657,0.26045,0.02718,0.15376,0.0524,0.10722,0.11294,0.13371,0.07995
1658,0.26306,0.0288,0.1585,0.05317,0.11161,0.10457,0.13477,0.07625
1659,0.25962,0.03042,0.16066,0.05395,0.11386,0.0962,0.13418,0.07255
1660,0.2525,0.03315,0.16058,0.05568,0.11396,0.09666,0.13348,0.0752
1661,0.24125,0.03599,0.15718,0.05749,0.11243,0.09794,0.13336,0.07844
