Wavelength,AAB_4-ATP^10-15M_C2_M3_I1
2000.45159715811,17.569983025359925
1999.60633474304,16.744457985176403
1998.7609310206,21.21419988271017
1997.91538596072,25.955925857040896
1997.06969953328,27.793170569089913
1996.22387170817,25.617106270112977
1995.37790245526,20.292257085593615
1994.53179174444,14.446645785132795
1993.68553954555,12.064602564144899
1992.83914582845,18.745314584806064
1991.99261056298,35.447844761239566
1991.14593371898,53.404543088553666
1990.29911526626,65.09438824548694
1989.45215517465,73.80734225904081
1988.60505341395,84.75654757074274
1987.75780995395,97.49431778210469
1986.91042476445,109.60578790310493
1986.06289781522,117.69694791275944
1985.21522907603,118.57303788458808
1984.36741851665,115.38550189957046
1983.51946610683,113.83188466858496
1982.6713718163,112.59482058168722
1981.82313561481,107.94705769292766
1980.97475747208,101.94022160657389
1980.12623735781,98.67578553478565
1979.27757524173,97.2991262169731
1978.42877109352,90.75648605289103
1977.57982488288,74.3591747115424
1976.73073657948,53.81933529284619
1975.88150615299,36.59045352324496
1975.03213357308,24.79777874572675
1974.1826188094,22.132046575985598
1973.33296183159,30.768783330360563
1972.48316260928,42.46622881933335
1971.6332211121,45.71426536726425
1970.78313730967,37.64156587600286
1969.93291117159,27.38182255157979
1969.08254266745,26.66747640702032
1968.23203176686,33.822784227288984
1967.38137843938,38.960453523280734
1966.53058265458,41.385192840893424
1965.67964438203,43.65871364289448
1964.82856359128,44.19875970189399
1963.97734025188,48.267142376805495
1963.12597433334,62.58012256844267
1962.27446580521,80.01638194115134
1961.422814637,90.89827755840815
1960.5710207982,95.66161339125914
1959.71908425832,96.53368235629728
1958.86700498685,94.91328708222863
1958.01478295326,94.32311231651657
1957.16241812703,94.95466292989722
1956.30991047761,94.56644823670226
1955.45725997446,94.4641977048117
1954.60446658701,95.88801166926038
1953.75153028471,95.43901003771485
1952.89845103697,89.7965179884128
1952.04522881321,79.8391107971788
1951.19186358284,66.72271667914517
1950.33835531524,51.90393888067884
1949.48470397982,41.05661567338265
1948.63090954594,35.74656781435289
1947.77697198297,27.82828946207552
1946.92289126028,14.591575237537516
1946.06866734721,5.127666495675889
1945.21430021311,3.569744233687616
1944.35978982731,4.8242283909253105
1943.50513615912,6.864640968962872
1942.65033917787,8.96995620412271
1941.79539885285,7.616528366718562
1940.94031515337,5.053975891400589
1940.0850880487,5.127709239862429
1939.22971750814,5.17475019817106
1938.37420350093,5.967817691234908
1937.51854599634,10.182455102589401
1936.66274496362,12.671661709340746
1935.80680037201,12.184629227239778
1934.95071219074,13.900430973894398
1934.09448038903,15.44987872754755
1933.23810493609,12.776543060613461
1932.38158580112,9.990892981831689
1931.52492295333,10.779404166772158
1930.66811636188,13.114692352412066
1929.81116599596,15.097840175509017
1928.95407182474,18.03592072155479
1928.09683381736,23.04780704616205
1927.23945194298,28.232951164857145
1926.38192617074,31.811277231586566
1925.52425646975,34.078727335372605
1924.66644280915,33.7884900010293
1923.80848515804,29.620893730688774
1922.95038348552,26.368014752870046
1922.09213776068,30.95304312072728
1921.23374795261,42.23140734159036
1920.37521403038,51.252075420969916
1919.51653596305,51.15615693999507
1918.65771371967,45.61986433791296
1917.79874726929,44.70304448640737
1916.93963658095,50.23436240666305
1916.08038162367,55.66422932591833
1915.22098236647,59.15800249353805
1914.36143877836,61.32755274327812
1913.50175082833,59.61708836280799
1912.64191848538,55.2981531342904
1911.78194171848,52.667645695459655
1910.9218204966,54.0229021696114
1910.06155478871,60.34522632269082
1909.20114456375,66.6853006287644
1908.34058979067,66.58819125696387
1907.4798904384,63.89937467829912
1906.61904647587,63.35595081421143
1905.75805787198,60.155741509133904
1904.89692459565,52.036129100990145
1904.03564661577,45.928803834123414
1903.17422390122,46.46621971458171
1902.31265642088,50.34142706159472
1901.45094414362,52.331751568641025
1900.5890870383,48.44912166009932
1899.72708507376,38.42380459977779
1898.86493821884,29.968794198646616
1898.00264644238,31.238895591893694
1897.14020971319,38.42194306010424
1896.27762800009,40.85825080459846
1895.41490127188,37.009116759802744
1894.55202949734,34.69918919528491
1893.68901264527,36.46816602143453
1892.82585068443,38.480243743952734
1891.96254358359,40.351349475652135
1891.0990913115,42.477912522499416
