#Wave,#Intensity1,#Intensity2,#Intensity1
1300.311741,6239,5518,6427
1301.275956,6226,5575,6312
1302.240003,6354,5504,6429
1303.203883,6317,5617,6348
1304.167595,6297,5521,6410
1305.13114,6292,5511.369149,6289
1306.094518,6222,5501.73997,6283
1307.057728,6299,5492.112463,6383
1308.020771,6273,5482.486628,6470
1308.983647,6230,5472.862465,6366
1309.946356,6255,5463.239973,6311
1310.908897,6341,5453.619151,6308.249284
1311.871271,6242,5444,6305.499045
1312.833479,6224,5515,6302.749284
1313.795519,6181,5407,6300
1314.757392,6278,5521,6376
1315.719099,6248,5445,6320
1316.680638,6206,5512,6293
