#Wave,#Intensity17
2052.243276,8019
2051.406856,8016
2050.570296,7896
2049.733597,7926
2048.896758,7895
2048.05978,7935
2047.222662,8012
2046.385405,8076
2045.548008,8077
2044.710471,7982
2043.872795,7975
2043.034979,8038
2042.197023,7975
2041.358928,7966
2040.520692,8006
2039.682317,7995
2038.843802,7939
2038.005148,7895
2037.166353,7961
2036.327418,8019
2035.488344,8055
2034.649129,7926
2033.809775,8075
2032.97028,8017
2032.130646,8019
2031.290871,8030
2030.450956,8062
2029.610901,7983
2028.770705,8054
2027.93037,7993
2027.089894,8014
2026.249278,8022
2025.408521,8004
2024.567625,8005
2023.726588,8068
2022.88541,8111
2022.044092,7990
2021.202634,8095
2020.361035,8028
2019.519295,7998
2018.677415,8154
2017.835394,8030
2016.993233,8135
2016.150931,8021
2015.308489,7964
2014.465905,8111
2013.623181,7967
2012.780317,8002
2011.937311,8178
2011.094165,8247
2010.250877,8048
2009.407449,8169
2008.56388,8099
2007.72017,8140
2006.876319,8129
2006.032327,8012
2005.188194,8124
2004.34392,8048
2003.499505,7855
2002.654948,8167
2001.810251,8071
2000.965412,8064
2000.120432,8261
1999.275311,8067
1998.430049,8130
1997.584645,8067
1996.7391,8155
1995.893414,8098
1995.047586,8048
1994.201617,8211
1993.355506,8140
1992.509254,8249
1991.66286,8237
1990.816325,8093
1989.969648,8166
1989.122829,8185
1988.275869,8236
1987.428768,8267
1986.581524,8119
1985.734139,8145
1984.886612,8111
1984.038943,8150
1983.191133,8236
1982.34318,8177
1981.495086,8176
1980.64685,8228
1979.798472,8137
1978.949951,8052
1978.101289,8047
1977.252485,8164
1976.403539,8287
1975.554451,8282
1974.70522,8071
1973.855848,8228
1973.006333,8108
1972.156676,8152
1971.306877,8191
1970.456935,8270
1969.606851,8180
1968.756625,8282
1967.906257,8149
1967.055746,8159
1966.205093,8133
1965.354297,8246
1964.503359,8261
1963.652278,8119
1962.801054,8234
1961.949688,8121
1961.09818,7942
1960.246529,8089
1959.394735,8159
1958.542798,8344
1957.690719,8214
1956.838497,8197
1955.986132,8173
1955.133625,8209
1954.280974,8183
1953.428181,8147
1952.575244,8179
1951.722165,8017
1950.868943,8102
1950.015578,8147
1949.162069,8150
1948.308418,8281
1947.454624,8113
1946.600686,8255
1945.746605,8169
1944.892381,8115
1944.038014,8182
1943.183504,8103
1942.32885,8233
1941.474053,8165
1940.619113,8260
1939.764029,8231
1938.908802,8187
1938.053432,8168
1937.197918,8247
1936.34226,8203
1935.486459,8276
1934.630514,8203
1933.774426,8273
1932.918195,8174
1932.061819,8065
1931.2053,8179
1930.348637,8307
1929.49183,8153
1928.63488,8119
1927.777786,8049
1926.920548,8204
1926.063166,8149
1925.20564,8142
1924.347971,8204
1923.490157,8242
1922.632199,8184
1921.774098,8270
1920.915852,8159
1920.057462,8297
1919.198928,8187
1918.34025,8271
1917.481428,8201
1916.622461,8179
1915.763351,8318
1914.904096,8145
1914.044696,8212
1913.185153,8154
1912.325465,8213
1911.465633,8288
1910.605656,8231
1909.745535,8253
1908.885269,8208
1908.024859,8307
1907.164304,8309
1906.303605,8255
1905.442761,8300
1904.581772,8338
1903.720639,8286
1902.859361,8267
1901.997938,8186
1901.136371,8265
1900.274658,8252
1899.412801,8338
1898.550799,8355
1897.688652,8155
1896.826361,8241
1895.963924,8281
1895.101342,8274
1894.238615,8209
1893.375744,8378
1892.512727,8386
1891.649565,8229
1890.786258,8396
1889.922805,8332
1889.059208,8306
1888.195465,8242
1887.331577,8328
1886.467544,8361
1885.603365,8283
1884.739041,8318
1883.874572,8344
1883.009957,8186
1882.145197,8403
1881.280291,8296
1880.41524,8340
1879.550043,8436
1878.684701,8252
1877.819213,8320
1876.95358,8343
1876.0878,8310
1875.221875,8390
1874.355805,8406
1873.489588,8267
1872.623226,8368
1871.756718,8299
1870.890064,8523
1870.023264,8309
1869.156318,8323
1868.289226,8295
1867.421989,8417
1866.554605,8282
1865.687075,8384
1864.819399,8432
1863.951577,8369
1863.083609,8302
1862.215495,8411
1861.347234,8396
1860.478828,8339
1859.610275,8357
1858.741575,8492
1857.87273,8365
1857.003738,8363
1856.134599,8404
1855.265314,8347
1854.395883,8332
1853.526305,8348
1852.656581,8458
1851.78671,8334
1850.916692,8315
1850.046528,8206
1849.176218,8268
1848.30576,8376
1847.435156,8446
1846.564405,8418
1845.693508,8322
1844.822463,8382
1843.951272,8537
1843.079934,8292
1842.208448,8282
1841.336816,8536
1840.465037,8318
1839.593111,8288
1838.721038,8369
1837.848818,8333
1836.976451,8381
1836.103937,8337
1835.231275,8451
1834.358467,8339
1833.485511,8386
1832.612408,8231
1831.739157,8375
1830.86576,8334
1829.992215,8354
1829.118522,8408
1828.244682,8340
1827.370695,8245
1826.49656,8398
1825.622278,8372
1824.747848,8377
1823.87327,8339
1822.998545,8395
1822.123673,8255
1821.248652,8372
1820.373484,8305
1819.498169,8409
1818.622705,8428
1817.747094,8464
1816.871334,8392
1815.995427,8339
1815.119372,8347
1814.24317,8370
1813.366819,8294
1812.49032,8510
1811.613673,8414
1810.736878,8516
1809.859935,8324
1808.982844,8457
1808.105605,8413
1807.228218,8517
1806.350682,8485
1805.472998,8483
1804.595166,8424
1803.717185,8417
1802.839057,8428
1801.960779,8418
1801.082354,8500
1800.20378,8395
1799.325057,8478
1798.446186,8435
1797.567167,8404
1796.687999,8405
1795.808682,8425
1794.929216,8403
1794.049602,8353
1793.16984,8470
1792.289928,8487
1791.409868,8489
1790.529659,8414
1789.649301,8441
1788.768794,8598
1787.888139,8435
1787.007334,8571
1786.126381,8507
1785.245278,8324
1784.364027,8486
1783.482626,8533
1782.601077,8502
1781.719378,8472
1780.83753,8568
1779.955533,8494
1779.073387,8476
1778.191091,8590
1777.308646,8613
1776.426052,8529
1775.543308,8537
1774.660416,8593
1773.777373,8556
1772.894182,8442
