#Wave,#Intensity1,#Intensity2
1883.009957,5655,5030
1882.145197,5656,5073
1881.280291,5688,5055
1880.41524,5691,5095
1879.550043,5795,4999
1878.684701,5659,5084
1877.819213,5733,5016
1876.95358,5784,5028
1876.0878,5799,5052
1875.221875,5706,5044
1874.355805,5765,5095
1873.489588,5700,5038
1872.623226,5822,4976
1871.756718,5739,5004.190507
1870.890064,5680,5032.38576
1870.023264,5739,5060.585759
1869.156318,5689,5088.790505
1868.289226,5726,5117
1867.421989,5728,5113.715945
1866.554605,5704,5110.431337
1865.687075,5662,5107.146176
1864.819399,5756,5103.860462
1863.951577,5735,5100.574195
1863.083609,5694,5097.287374
1862.215495,5700,5094
1861.347234,5645,5049
1860.478828,5645.499705,5049.499705
1859.610275,5645.999495,5049.999495
1858.741575,5646.499368,5050.499368
1857.87273,5646.999326,5050.999326
1857.003738,5647.499368,5051.499368
1856.134599,5647.999495,5051.999495
1855.265314,5648.499705,5052.499705
1854.395883,5649,5053
1853.526305,5712,5067
1852.656581,5776,5128
1851.78671,5718,5086
1850.916692,5748,5120
1850.046528,5719,5074
1849.176218,5725,5115
1848.30576,5734,5041
1847.435156,5770,4987
1846.564405,5820,5112
1845.693508,5753,5113
1844.822463,5688,5065
1843.951272,5744,4969
1843.079934,5743,5029
1842.208448,5748,5090
1841.336816,5794,5047
1840.465037,5706,5090
1839.593111,5721,5071
1838.721038,5748,5140
1837.848818,5695,4999
1836.976451,5697,5071
1836.103937,5786,5021
1835.231275,5780,5091
1834.358467,5715,5052
1833.485511,5710,5138
1832.612408,5776,5045
1831.739157,5713,5080
1830.86576,5701,5022
1829.992215,5715,5057
1829.118522,5683,5075
1828.244682,5739,5083
1827.370695,5746,5117
1826.49656,5722,5098
1825.622278,5741,5092
1824.747848,5771,5019
1823.87327,5759,5128
1822.998545,5779,5104
1822.123673,5719,5116
1821.248652,5799,5060
1820.373484,5808,5072
1819.498169,5758,5132
1818.622705,5794,5084
1817.747094,5716,5023
1816.871334,5800,5167
1815.995427,5703,5062
1815.119372,5745,5065
1814.24317,5724,4994
1813.366819,5789,5099
1812.49032,5699,5092
1811.613673,5750,5052
1810.736878,5696,5179
1809.859935,5823,5057
1808.982844,5746,5095
1808.105605,5685,5095
1807.228218,5713,5020
1806.350682,5859,5131
1805.472998,5752,5075
1804.595166,5766,5035
1803.717185,5775,5118
1802.839057,5814,5229
1801.960779,5662,5074
1801.082354,5808,5071
1800.20378,5761,5109
1799.325057,5763,5128
1798.446186,5852,5158
1797.567167,5799,5054
1796.687999,5668,5086
1795.808682,5832,5163
1794.929216,5798,5196
1794.049602,5811,5121
1793.16984,5913,5070
1792.289928,5803,5115
1791.409868,5809,5072
1790.529659,5815,5095
1789.649301,5809,5198
1788.768794,5754,5137
1787.888139,5754,5116
1787.007334,5835,5046
1786.126381,5754,5153
1785.245278,5810,5112
1784.364027,5789,5135
1783.482626,5814,5146
1782.601077,5855,5157
1781.719378,5825,5167
1780.83753,5788,5141
1779.955533,5866,5126
1779.073387,5875,5084
1778.191091,5885,5111
1777.308646,5830,5146
1776.426052,5879,5177
1775.543308,5808,5151
1774.660416,5825,5219
1773.777373,5761,5169
1772.894182,5861,5189
1772.01084,5885,5240
1771.12735,5811,5189
1770.243709,5776,5089
1769.359919,5792,5127
1768.47598,5906,5181
1767.591891,5775,5172
1766.707652,5780,5131
1765.823264,5766,5201
1764.938725,5878,5221
1764.054037,5852,5191
1763.1692,5913,5182
1762.284212,5884,5172
1761.399075,5904,5151
1760.513787,5829,5186
1759.62835,5817,5203
1758.742763,5869,5143
1757.857025,5862,5152
1756.971138,5885,5219
1756.085101,5816,5222
1755.198913,5946,5179
1754.312575,5820,5158
1753.426088,5860,5238
