Wavelength,AAB_AS_750_5_5_H_S1_I1,AAB_AS_750_5_5_H_S1_I2,AAB_AS_750_5_5_H_S1_I3,AAB_AS_750_5_5_H_S1_I4,AAB_AS_750_5_5_H_S1_I5
1447.24477867306,-112.3715331582199,-125.31628691747639,20.351067606835315,-52.289122254010216,11.43735066806638
1450.70044758188,21.466906925047613,230.12241349857374,76.39377860867822,1.887760088200423,-20.011415343573184
1454.15127043635,137.30090929568155,619.1592310950515,171.62449654825915,76.38612222912889,17.210986629827698
1457.59725831444,59.29467349797511,206.10082863786693,188.10263926061413,90.19639170740382,64.40586507113747
1461.03842230068,49.63793744040373,3.2304254723223096,136.58303478800545,62.06414234299794,82.95073348527441
1464.47477348627,132.28946505306197,170.48966653830087,82.47899200435018,26.65747439788953,63.71251935192193
1467.90632296914,90.6501053552473,61.858780628541936,49.563355524103315,7.003907369866383,28.808071400969098
1471.33308185405,-16.869383116923455,8.07508421829884,52.165971045968796,23.321062487389412,31.774054061313205
1474.75506125268,-9.378897838297199,50.18189619137968,116.44296744996856,81.36688127761896,92.21937338173285
1478.17227228368,113.89089611901554,66.33103129423165,187.63163204547533,143.92941868699083,141.3720513556523
1481.58472607279,170.1718116335668,81.01186543384503,144.62559503763092,125.05059730974214,97.33439181568951
1484.99243375291,34.464415171632645,-35.088682518151415,9.418425028346434,6.623285153474811,-12.190889518762297
1488.39540646416,-89.46928600117198,-119.39584114636988,-30.439904788176378,-71.59154181457511,-66.034888245498
1491.79365535401,-12.03558171110701,-4.98341521685359,83.27199942169806,9.016567859146633,0.42571808175208803
1495.18719157734,78.61569903722959,101.45690831117209,181.93688048204172,157.78441626766158,117.08115661371122
1498.57602629648,57.664801557454105,62.71177631597972,155.13127594077895,205.181707339416,170.03229474805468
1501.96017068138,26.126106875767007,34.841000534191146,79.83690374711377,119.36607357913434,128.232599814311
