Wavelength,AAB_AS_I1,AAB_AS_I2,AAB_AS_I3,AAB_AS_I4,AAB_AS_I5,AAB_AS_750_5_5_H_S1_I1,AAB_AS_750_5_5_H_S1_I2,AAB_AS_750_5_5_H_S1_I3,AAB_AS_750_5_5_H_S1_I4,AAB_AS_750_5_5_H_S1_I5
1275.458002,26.31153,141.19288,23.98374,-5.23429,105.39633,-15.75497531,103.7980119,75.75320192,9.849250182,31.69377269
1279.159202,35.10625,39.74574,-15.68581,-9.60459,-32.61967,126.6852252,182.452181,151.5860193,49.20858922,31.66207545
1282.85503,-10.19657,-74.50523,-45.9007,-64.08413,-42.17494,164.8366338,155.4426919,184.5300791,68.70920257,25.51851461
1286.545498,78.61641,53.68316,84.08351,8.58221,97.80641,20.1957128,21.46001139,80.03686078,-2.191443344,-26.08121714
1290.230615,93.7089,-21.21443,14.61559,95.94345,12.24159,-84.44786679,-90.4297486,-3.138380303,-47.22640484,-67.72396946
1293.910393,-20.13651,-24.42884,-21.41106,-20.10482,-47.29311,-33.54775744,-6.427577945,65.37908461,11.07991353,-38.87569444
1297.584843,12.4822,-29.40868,106.89984,2.2573,84.93342,35.41736755,146.3371465,168.1088706,68.12178458,28.15143389
1301.253975,186.79434,214.49805,161.53732,164.13502,111.37862,46.33867721,138.752821,193.4653202,53.23894113,80.91567765
1304.917801,256.54363,73.8908,198.30574,76.46985,113.54303,91.04260887,35.29136462,209.6548253,66.78480488,118.5972445
1308.576331,187.18649,27.93239,156.58533,50.19729,121.02404,183.9868827,179.6731714,240.2428753,144.2038575,128.523423
1312.229576,177.11776,197.05598,50.53585,156.94923,16.0276,182.1802191,265.0789465,196.3360616,133.4684898,77.01643414
1315.877548,228.42835,-37.67551,102.26162,54.70271,2.37007,40.89254209,-21.68767899,102.7097462,14.2856682,8.616531957
1319.520256,163.31582,102.69812,117.75629,29.18147,48.97573,-12.70381711,-23.43317754,86.34695109,3.829032958,20.96598553
1323.157713,119.51482,59.00312,9.3547,144.08367,32.1,130.0129732,211.3362527,139.5746978,136.4147728,112.2172089
1326.789928,141.38935,9.21158,-16.58058,111.91615,51.63938,178.9095709,148.2418544,151.9013494,175.7678059,172.0140063
1330.416913,10.13671,-7.5333,-34.62569,-16.35427,23.89673,15.55935681,66.45660348,121.6425513,69.71137662,137.9449123
1334.038678,-71.92993,5.69215,-11.5645,-55.87968,-53.18108,-53.67252437,94.6204076,120.6528134,14.41686243,62.71412705
1337.655235,20.4488,4.48674,60.9428,84.84572,-39.51067,26.46909858,65.47087548,137.2279696,49.68337543,18.2618413
1341.266595,23.44074,-49.93086,0.18952,69.92277,-26.34298,24.64741061,7.180694268,118.6254336,34.91141274,8.922872298
1344.872767,-19.87865,-16.63447,-27.67468,-104.4627,-36.02965,-10.89214042,-11.44658907,65.01212244,-31.87290926,-4.587471008
1348.473764,3.90897,-83.80099,6.46407,20.33187,5.05302,-4.838688242,-41.12424218,6.404292126,-37.47853265,-34.69635109
1352.069596,23.8604,-47.87894,-20.87693,146.39346,7.80884,-33.43676637,-99.68327561,2.345724088,28.16743843,-40.61644719
1355.660275,69.72242,70.78209,78.55635,100.95041,37.73349,16.17330508,1.162808648,96.90678964,99.0846061,12.62551727
1359.24581,90.71864,71.46178,159.12201,132.11594,120.1338,148.7286161,148.5584405,185.1893574,125.4011098,78.01735449
1362.826213,5.84602,15.80662,9.13956,31.95995,70.3257,119.7963127,100.6137912,136.7052834,105.8089554,77.31525621
1366.401495,-29.18611,-3.77489,-50.52644,11.66654,-3.7313,6.977568554,13.52948773,50.78152815,115.497265,27.78780712
1369.971667,27.31762,9.44738,32.81428,176.02239,-13.38534,107.467941,45.45270131,110.857972,197.5352922,23.12722484
1373.536739,67.41473,-49.85193,42.83757,47.29004,-40.35486,327.9528065,163.7260833,279.6340969,273.793051,94.4663913
1377.096724,130.31033,33.08396,134.38608,3.02213,38.65231,377.4752623,255.4803587,395.8335785,294.6314359,189.2010288
1380.651631,211.8842,243.24273,287.76452,219.12246,170.93556,364.3235734,304.365847,439.9521431,330.1200419,272.5263441
1384.201471,346.86183,290.7214,321.4045,244.46217,225.00964,535.3069526,436.2705413,495.7327785,424.1761876,351.6260592
1387.746256,489.85395,423.43457,403.0659,349.14952,326.18741,661.0422846,541.3692094,566.0629082,511.1202806,410.4186115
1391.285997,348.00603,414.12607,471.08391,429.43249,357.29772,484.2513229,479.1302162,580.6899926,520.7011504,407.1790558
1394.820705,77.04039,281.81404,345.84955,265.68997,211.68464,260.7950616,396.0956963,507.4118836,453.5161602,338.2469244
1398.35039,35.44505,160.38107,242.03494,237.19922,125.23081,197.244902,289.5746037,376.3055019,338.1352551,246.8695899
1401.875063,78.82691,69.84131,151.49954,128.73851,98.52643,183.6248005,97.98016042,235.3241874,201.2931156,163.8904629
1405.394736,36.72404,-42.00047,19.06586,-25.67176,45.42057,147.8876308,32.77050938,102.47524,73.27552284,78.8157228
1408.909419,-45.67174,-23.03151,-12.56896,17.23187,-9.27904,39.40755786,24.56652231,-7.871351369,-13.48587252,-6.406959593
1412.419124,-81.00921,-88.06742,-34.7805,-8.4266,-58.35872,-54.58288443,-80.10144749,-8.287817749,4.421854113,-26.01622447
1415.923861,33.41581,45.96808,107.80244,133.0527,41.52256,103.1118295,62.17673143,164.588549,167.4447691,84.24375552
1419.423642,204.35595,196.45582,350.49815,352.51007,218.56906,378.0263496,421.4435545,392.8655079,374.0413742,283.0917475
1422.918478,359.92629,443.08363,381.45951,372.59812,345.38728,521.4600458,568.208284,534.0648911,494.2972168,455.2055104
1426.408379,556.92601,444.15561,538.69248,531.60204,497.69294,635.2376784,569.3797033,608.3930788,541.7236587,529.3104386
1429.893356,599.99913,488.74942,695.26426,626.23213,525.57219,677.4944782,581.2817317,651.3649787,568.3051881,513.6749297
1433.373421,427.16223,376.48597,541.07289,523.36973,419.56528,518.6582759,561.3631042,619.8473276,549.6107223,451.1876148
1436.848585,266.5522,396.76716,421.79823,439.45149,323.99157,367.7546567,484.7715966,499.8070127,442.4952763,369.7560658
1440.318858,143.24973,154.89978,281.02869,253.0539,242.30403,265.8277192,390.2900298,313.5746062,243.5574428,261.6049109
1443.784253,48.58204,70.9487,126.68513,114.32149,241.15181,37.60828647,153.4697575,115.2687358,34.23513987,124.7273663
1447.244779,25.94497,60.82934,168.21327,154.27282,174.40478,-112.3715332,-125.3162869,20.35106761,-52.28912225,11.43735067
1450.700448,25.82932,1.57704,111.58259,124.6039,29.78181,21.46690693,230.1224135,76.39377861,1.887760088,-20.01141534
1454.15127,-5.59292,592.45427,3.00716,-2.59434,-12.73764,137.3009093,619.1592311,171.6244965,76.38612223,17.21098663
1457.597258,-72.12314,-111.19224,58.41036,-1.28063,-45.13866,59.2946735,206.1008286,188.1026393,90.19639171,64.40586507
1461.038422,-62.68341,-58.23759,-2.2418,37.55763,-24.17921,49.63793744,3.230425472,136.5830348,62.06414234,82.95073349
1464.474773,15.47708,7.42397,-101.09647,-53.51772,19.6463,132.2894651,170.4896665,82.478992,26.6574744,63.71251935
1467.906323,18.8713,-50.0428,-15.61537,-33.57082,-15.40346,90.65010536,61.85878063,49.56335552,7.00390737,28.8080714
1471.333082,-15.93363,65.07267,9.63093,98.6167,11.31967,-16.86938312,8.075084218,52.16597105,23.32106249,31.77405406
1474.755061,-5.78598,8.6649,35.17624,94.67081,80.96176,-9.378897838,50.18189619,116.4429674,81.36688128,92.21937338
1478.172272,39.99289,33.60333,95.49766,70.85042,102.03536,113.8908961,66.33103129,187.631632,143.9294187,141.3720514
1481.584726,86.90595,20.14423,32.59431,97.78664,40.5606,170.1718116,81.01186543,144.625595,125.0505973,97.33439182
1484.992434,84.29362,-8.77438,3.66907,53.51258,-12.38135,34.46441517,-35.08868252,9.418425028,6.623285153,-12.19088952
1488.395406,25.69592,60.19074,-3.73547,0.84087,4.39056,-89.469286,-119.3958411,-30.43990479,-71.59154181,-66.03488825
1491.793655,-23.23369,-17.25346,35.77233,-6.12375,-35.63362,-12.03558171,-4.983415217,83.27199942,9.016567859,0.425718082
1495.187192,-6.63194,-1.52511,86.5438,47.94763,8.45515,78.61569904,101.4569083,181.9368805,157.7844163,117.0811566
1498.576026,23.43628,98.03323,16.11835,130.84341,124.24158,57.66480156,62.71177632,155.1312759,205.1817073,170.0322947
1501.960171,-5.91188,-51.40216,-10.00541,44.90053,46.60215,26.12610688,34.84100053,79.83690375,119.3660736,128.2325998
1505.339636,-25.75833,9.45817,-2.07143,-72.7785,-15.11293,-12.77099809,5.953231079,43.68836793,12.83837221,55.69429426
1508.714433,35.68137,15.95218,22.29088,-13.28206,42.31248,-24.37555064,-12.04494287,60.89496492,1.030035046,22.29388106
1512.084574,150.36166,177.47636,135.45813,115.67044,109.81916,24.63183572,78.50598163,95.99076091,72.31665929,26.77941822
1515.450069,210.21381,119.27965,200.84312,205.22037,212.61293,20.61999169,49.44845349,82.24435411,117.6449875,21.13117918
1518.810929,76.24097,62.83153,-4.21774,48.28953,33.06464,-15.20703654,-37.73252108,17.23007794,83.83316692,-7.892959065
1522.167166,-13.25825,-227.01378,-190.87538,-135.53648,-124.15604,-19.07542717,-13.11979288,-16.38409216,17.8466704,-30.36450551
1525.518792,143.55198,65.45507,42.81841,-6.3886,166.81771,-45.99303573,-55.27289162,15.13076875,-14.77153852,-33.19317619
1528.865817,231.6502,43.24182,174.50706,82.27558,215.69588,-50.67844919,-59.91541001,63.66096427,7.727967017,-29.6303833
1532.208252,222.18288,-36.8724,15.68898,43.21764,77.85618,5.927454266,-4.813550296,106.9523766,62.19570297,-21.03292174
1535.546109,225.96948,46.09797,8.92812,13.75961,133.75623,43.91154583,4.850404218,149.5431845,122.1908594,-1.274589856
1538.879399,187.41007,-84.17667,34.67707,41.46998,126.33182,27.80944933,89.74175407,147.409102,176.439817,15.64976846
1542.208134,263.69424,101.57941,-45.99511,190.93538,183.7055,5.87406928,62.0912474,111.8939565,228.0622426,16.07637512
1545.532324,379.81838,-28.88802,-53.7855,182.71158,181.69939,106.5990603,17.22980364,167.8173173,299.2611687,13.39206057
1548.851981,396.35282,17.14289,11.8543,124.35818,49.95814,289.5016593,214.7395327,305.0779248,361.4557925,18.75991913
1552.167116,410.1792,46.42645,16.55161,190.43422,114.49936,247.7835607,223.6810872,332.7510304,336.695875,20.66557636
1555.477741,394.42323,48.77112,26.5925,210.93966,286.13938,20.30831014,6.610319005,221.9045655,264.7058846,20.67810239
1558.783866,414.68181,51.30567,60.93859,311.23161,361.27117,4.662091093,-39.13632764,162.3917834,277.2189333,45.88916177
1562.085504,540.04785,27.26764,50.48678,406.10016,376.70319,201.9015353,41.34777016,252.4059538,378.6413394,112.4658183
1565.382665,590.10374,142.03629,96.64294,337.48728,373.65755,338.8334663,198.8262491,399.0086114,473.6164535,209.3371184
1568.67536,559.16834,289.73224,144.48731,333.72119,362.07771,399.377566,403.854167,485.8499801,532.1091565,308.2556584
1571.963602,609.74148,336.07764,160.71688,459.31836,508.18572,428.6921962,463.5307556,502.7895719,571.3003901,374.221695
1575.247402,693.27009,381.44281,286.9103,552.66882,608.28481,423.4327841,334.6506643,525.8412004,608.3417393,392.8261893
1578.52677,736.78901,314.68557,380.71056,598.77431,508.09198,494.8193454,284.8472626,587.2001976,667.2071953,389.0603958
1581.801718,756.44697,421.53586,373.55002,651.20611,548.61334,582.6003135,454.3551654,619.0300033,720.6875122,393.7098235
1585.072258,706.09851,513.51533,398.64347,658.01229,585.46759,505.4611479,462.6649565,587.2677123,700.1712295,411.5471839
1588.338401,662.04989,392.15029,403.44492,597.16577,540.32845,428.4191036,266.4988924,557.1708248,602.5431413,426.9989296
1591.600159,666.69945,337.21733,433.40846,486.16485,608.98898,473.0669441,267.6901653,538.9313216,477.3087971,404.9051037
1594.857542,534.16985,347.43286,390.86773,360.5882,513.11358,381.4032454,249.1399622,460.3398303,361.180894,320.0012536
1598.110563,383.09283,191.83097,276.08986,350.6727,315.58316,170.7647542,31.87285099,351.016669,299.0699154,212.5026565
1601.359232,391.72128,264.94413,361.65405,417.46868,349.83582,150.5078852,60.41556864,307.0076853,305.4564463,141.9543664
1604.603561,268.54942,282.17932,269.54197,305.48138,264.75639,191.2528353,193.8445065,281.6316847,289.2611672,92.29305899
1607.843562,18.69412,-62.33603,17.86117,94.12818,-2.70028,22.73333583,4.644640736,168.5101355,167.9056693,18.5289072
1611.079246,-22.34686,23.86218,56.27965,36.24979,18.26452,-121.9741932,-136.6450347,14.98350264,14.75965564,-51.27454928
1614.310625,-6.41914,-55.28743,-41.21769,-23.21963,21.74086,-36.40049383,-43.93968633,-49.59422884,-46.87177752,-58.79999959
1617.537709,-59.49785,-131.44073,-148.35482,-120.75464,-105.78927,49.65546995,-22.58089908,5.25364373,-2.993763864,-11.72500409
1620.760511,29.70397,57.1968,133.41986,38.11061,71.33661,41.64891458,65.94224044,100.9142959,78.28259228,30.76269997
1623.979042,133.56125,253.2904,257.38247,254.29657,176.0776,32.05745768,162.0479195,135.1349097,112.0521246,30.56495523
1627.193314,57.96033,37.18091,170.07228,167.79372,78.37853,-8.027073951,14.6759939,75.41835328,59.40445728,-0.88803079
1630.403338,-21.31928,37.23151,96.81485,18.92541,84.39006,-33.91209651,11.53595457,2.27786605,-3.107506634,-22.18987093
1633.609125,1.19053,50.33508,14.6793,48.7355,13.93206,11.7017154,116.0232756,16.74950222,12.78953489,0.265180762
1636.810687,40.5631,10.43956,105.87368,93.74432,20.49591,95.95072579,103.1025352,104.2906913,62.41939033,59.05270193
1640.008036,42.27971,118.72803,130.31378,11.46296,119.6513,164.0552779,231.5640089,152.4898363,55.654273,104.012221
1643.201184,8.71933,-30.52793,30.68476,-33.23334,38.47647,98.48712834,182.5218727,121.7743402,8.475734945,95.51797496
1646.390141,-10.14707,11.57335,49.06691,22.04928,10.4871,38.56317652,33.85425558,90.48447147,-4.919983779,52.77292075
1649.574919,15.75122,27.37568,23.14406,-10.36673,13.57611,144.2432187,233.0595164,78.293095,5.462356903,17.39646667
1652.755531,42.12732,8.17087,-38.52227,-17.70976,-37.51896,131.9733798,203.2219605,35.33323911,-9.377008109,5.813681048
1655.931988,-0.59716,-1.89008,-45.92611,28.09673,9.42694,6.546493362,-6.482126996,16.89134337,-8.090094058,16.27623123
1659.1043,-73.41544,-107.24894,-35.31188,5.90099,10.87021,46.41893377,128.0996722,71.99482211,32.5488706,26.38531501
1662.272481,-35.85209,-16.49355,57.64433,93.76396,23.46499,30.2113612,112.8735379,98.76974525,30.51857407,8.14081952
1665.436541,58.06831,65.78107,167.28488,191.12391,152.49521,-108.1287408,-44.53481365,70.72989032,-8.66496543,-11.68484037
1668.596492,27.10564,160.74807,93.81755,106.07572,110.86713,-23.18564693,158.1166377,103.9938874,15.74369512,22.51167885
1671.752347,-22.68485,48.45161,-4.12817,9.85698,-40.4031,165.5340012,327.4030328,186.871284,64.02501438,94.68350457
1674.904116,28.14743,17.16354,48.04479,-29.69563,49.88726,138.9393495,159.75628,195.7845188,34.31767678,125.3172645
1678.051811,7.63638,4.75391,23.25954,-43.06518,97.80196,21.3237851,39.96096499,137.059474,-19.78790511,79.45184728
1681.195444,-44.53078,-24.12528,3.19428,4.62125,-83.15275,-0.060711095,108.009829,89.61260547,-17.51606176,4.895504967
1684.335027,36.89319,158.41511,32.35032,41.80521,-57.74633,32.0173426,114.8588061,48.54094978,-2.825630194,-36.04262321
1687.470571,64.62036,-30.19592,-49.14364,5.23331,27.84483,23.62297138,-1.73256319,-1.253550836,-17.94814102,-30.10973983
1690.602089,-6.73836,-19.79509,-47.31652,0.44931,-47.75194,-34.11418942,-67.88348447,-18.43473172,-26.23520964,4.875061494
1693.729591,11.18871,-12.78714,15.42517,45.80322,1.76887,-35.62261075,-37.37099084,9.629050128,-11.59861809,55.73939962
1696.853091,7.97023,32.83842,-23.52182,-13.41384,52.22777,19.46776524,17.04241568,45.49370989,-0.875844951,105.3181146
1699.972598,-52.97699,-22.65009,-18.03456,-49.20791,16.27248,-17.4272895,46.68033385,85.6395494,17.71926363,136.0952025
1703.088126,-5.7915,132.59902,129.9886,111.89845,51.93917,-64.53575372,42.07261691,158.9644982,83.68605164,154.4630343
1706.199686,26.26844,121.44952,138.95326,142.86204,36.01327,49.51417732,130.570072,220.6784995,165.8960274,164.9096165
1709.30729,20.89137,35.78214,-3.25461,33.06899,-1.19601,140.2469072,201.0168627,180.6171306,184.9994169,149.6136163
1712.41095,101.25783,119.06661,37.60851,141.54022,25.97649,58.39490939,37.10987038,88.65410357,147.5974438,122.8636064
1715.510678,71.85692,31.55886,23.47766,157.94362,-3.9215,27.19234957,9.115877843,96.88073602,134.0182722,129.8642202
1718.606484,-5.47385,29.02561,0.97015,-8.36055,21.14729,104.6686621,166.2040163,183.7317983,148.0987607,148.2954928
1721.698382,35.03481,38.66651,129.12453,54.47718,69.52136,63.82591346,58.32693811,182.530253,112.6484993,104.7209945
1724.786384,-6.30847,-76.52958,28.58425,84.18945,-47.25206,-73.60251648,-102.0119801,94.42367836,19.11100553,14.84255161
1727.8705,-41.99,-40.5892,-24.45988,-78.14984,-98.83355,-74.08185037,-60.50635029,56.75778349,-33.85147142,-23.71065983
1730.950744,8.66267,-26.85291,50.91507,-54.35502,5.65074,16.11739946,3.989527791,55.44912987,4.970509341,13.47631535
1734.027126,16.33449,-57.43914,-68.88512,91.195,77.79441,8.396093746,17.56871638,7.488555298,60.94797863,60.93259662
1737.099659,71.10283,99.04929,-75.97557,68.94294,30.49261,9.164187528,40.22045085,2.806227498,94.11685516,92.3000622
1740.168355,63.9177,16.6877,6.2911,-22.70999,-51.14495,118.677629,180.2833108,123.3490708,153.085917,130.3659129
1743.233226,-31.35459,22.9132,-29.56429,10.78589,-20.81422,147.9971115,281.483568,215.5541599,196.5593639,144.7991815
1746.294283,25.20617,31.24395,7.8271,40.54133,15.75888,37.42143926,127.0190647,135.652329,130.5573261,85.55613977
1749.351539,121.74598,10.96546,39.17989,36.03084,4.3283,-48.70974519,-38.51810308,-3.599074809,21.1749115,1.450813202
1752.405006,127.18187,26.65783,28.74427,107.01678,42.18266,-42.48836745,-24.96176088,-23.59726806,8.044852948,-5.904602053
1755.454695,115.97942,7.35034,76.98923,92.64676,76.90652,8.395801155,2.05939669,74.03199919,82.37358357,65.80678815
1758.50062,100.59763,-76.5101,56.9101,23.43418,49.03863,61.4951088,38.60606272,153.5282157,124.7406883,114.0300771
1761.542791,151.50089,64.46664,82.98597,54.54167,32.57155,85.5219045,91.22795081,125.3266804,73.81118592,76.75135644
1764.58122,243.11196,47.79405,135.31517,79.62339,45.12945,45.36921441,-7.333506409,33.73950424,-12.4856307,8.282968329
1767.615921,145.41159,7.78398,19.65658,-1.0769,-10.80563,-29.87531261,-56.93410835,-11.19357243,-34.32097962,-14.31046383
1770.646905,-39.18146,-0.37694,-33.39491,-49.50877,-31.03941,-57.05521612,67.37645391,14.31059178,6.869825406,0.61108141
1773.674184,23.32532,-41.2795,34.7449,32.49917,1.12966,-38.09738286,30.56494074,29.49457053,16.70722574,6.329299992
1776.69777,127.59191,-2.10434,33.99749,0.9162,-59.04766,-15.59736047,-88.0756611,4.532246955,-12.02541398,17.74255279
1779.717675,9.81163,-109.19085,-56.19006,-88.84487,-52.52645,21.51867106,2.89849523,-2.665613682,5.57358524,67.42929979
1782.733912,-56.29607,-64.23984,-124.59127,-45.01519,-2.143,40.11093445,117.7101894,27.33067944,72.83547579,115.8528434
1785.746492,35.80883,50.41869,-2.72883,24.76405,-35.66705,13.62129363,89.42034641,48.53202327,116.6367473,109.5955713
1788.755428,110.52612,70.25498,122.66739,143.27886,37.30074,5.872171595,42.19293909,30.66252591,104.3100953,71.33907817
1791.760733,133.08081,105.59718,61.33409,158.05457,122.37319,2.59280152,30.30856772,2.293711839,54.22460939,59.8544605
1794.762417,94.59507,51.80512,78.93265,31.9643,51.65849,-17.87172938,6.708293316,17.7164477,24.80866381,92.80558539
1797.760493,25.86283,29.33474,49.42183,-13.74032,8.03067,46.83935977,60.84358308,77.39311934,66.57500807,136.6489972
1800.754975,14.982,43.23498,-56.13615,-13.82885,4.22721,124.457564,211.8960264,113.6254971,127.8092849,147.7164817
1803.745872,16.39657,90.95785,43.96607,27.81282,-41.9314,51.1146328,148.0541784,85.87034955,124.2607627,125.8125767
1806.7332,-9.72453,-18.58783,4.63241,22.91843,-12.99475,-9.146966538,-55.52403161,34.89179761,78.23151516,106.5775219
1809.716968,3.23753,-70.02238,-63.14851,-35.67383,51.51656,45.39858357,21.74446305,8.16496931,52.04595008,91.84992353
1812.69719,-2.97018,106.10248,27.64052,16.99885,18.07767,-10.32826176,47.39488068,1.882471492,33.29245422,52.50946985
1815.673878,-47.62276,-20.02276,17.20782,37.75728,-12.33312,-118.582981,-108.7450277,0.632062988,-3.946109638,5.23E-05
1818.647044,2.45559,126.99126,85.24747,7.84787,43.49549,-67.89653533,32.50814787,-4.77340793,-30.01666405,-24.26686387
1821.6167,45.83267,167.60618,36.27965,25.84418,48.31122,-4.314698611,99.3759188,-8.661884345,-5.560274844,-12.96609975
1824.58286,-13.15951,-16.72674,-85.00212,-0.64409,-53.09317,18.43117862,-37.66045736,29.46639027,61.41143285,8.468498865
1827.545535,-2.29338,49.87018,34.77978,-6.18793,-69.23301,89.20065885,143.4691909,99.32655072,100.422299,13.8927859
1830.504737,23.41802,203.07737,60.32223,26.81417,18.31378,50.08985359,194.0261713,121.8095525,53.71025498,-3.176973593
1833.46048,-23.18315,-11.51179,44.77797,-24.74252,-1.37114,-48.0351612,-61.80989759,93.86560416,-13.26989481,-11.08331912
1836.412774,-19.91883,-50.70444,13.40717,-80.85599,-53.77555,33.24027151,-20.45124753,76.2027727,7.50580723,27.891249
1839.361634,-37.63772,9.78177,-118.44397,-40.19565,15.01391,111.8050204,115.5585156,69.43327389,94.72300897,95.54676054
1842.307071,-40.57347,-22.71993,-39.48897,66.97466,91.88575,39.70588244,59.1698539,68.98763981,156.6488646,138.4441014
1845.249098,39.81106,140.28107,36.97919,116.90791,76.75317,55.87928314,52.79835406,106.7932414,176.1803098,135.0039016
1848.187726,37.31909,-31.73043,-18.07519,40.43126,25.79798,162.3018659,107.2334976,135.2469357,158.1201053,91.81458602
1851.12297,20.69269,47.25813,22.03275,19.89482,21.87876,101.882687,54.5570777,68.50533181,78.01287923,22.03376947
1854.05484,11.80609,45.53948,-19.35532,44.16267,19.91947,-55.52605502,-74.1004441,-14.2148464,-9.222467833,-32.69266776
1856.983351,-42.01842,-7.4643,-50.19316,-30.7604,-27.62803,-10.45964466,0.250306577,38.40746519,12.875497,-25.79825902
1859.908513,-3.51197,102.87562,53.00339,-12.72732,-44.2772,153.8088449,175.2443008,158.9571214,122.3305299,26.00705081
1862.83034,39.77837,3.40415,41.85662,103.54962,23.23467,121.1485017,98.81698243,162.7712574,159.5526763,60.39142294
1865.748845,5.46579,128.13152,15.0255,83.35262,97.11483,-9.325761064,13.93923483,61.15175428,69.65966024,52.04295254
1868.664039,-13.28618,65.23477,9.36035,-25.7596,70.0572,-27.23089488,48.76418659,-8.861751232,-28.828086,23.23948513
1871.575936,-5.11899,-10.02934,-26.3198,-21.98665,43.02641,-19.63434313,-36.59390667,-11.90200325,-31.16856116,-5.880488301
1874.484547,7.50722,8.36432,-0.23837,54.25638,37.67876,-13.6013595,-88.59561475,14.14787695,30.8258282,-28.69988207
1877.389887,12.60912,-63.36847,4.24272,38.2265,-32.36672,24.87130678,0.138687222,45.79235758,64.33518676,-32.40909771
1880.291967,21.2807,91.86524,38.75542,14.03388,-25.44111,24.1025687,35.68844601,68.02286123,45.35218179,-7.166914348
1883.190799,-5.16754,15.17312,19.60375,-11.94143,36.01282,13.60012679,61.52671082,75.75284017,30.73189311,25.44989252
1886.086398,-49.62529,29.63078,-56.29037,-62.50844,-13.56754,35.40077042,106.504457,67.60314596,51.1580819,27.32861735
1888.978774,-19.99577,-37.06231,-8.78853,6.33772,-65.67299,21.50816833,27.49917744,40.77404952,69.60232798,0.360419138
1891.867942,10.49993,-28.92162,-33.38077,44.54572,-31.75523,6.008860324,-16.50781118,15.6802541,59.23078078,-12.72329495
1894.753914,-20.93197,4.13191,-61.65332,-46.9049,-16.22752,17.99312787,43.88890599,7.733145039,35.10555784,1.079109528
1897.636702,-16.98389,-94.57475,14.14234,-1.30602,43.90603,-36.641143,-27.35542854,-1.623235412,5.417127789,10.11591529
1900.516319,33.76271,68.2309,30.07452,95.67886,107.13008,-78.00111768,-73.71553693,-8.73392574,-22.41057943,6.372397656
1903.392778,58.52648,49.55411,43.12408,1.35346,25.98832,-1.915271551,82.62482424,13.46917236,-3.911500606,20.85653394
1906.266092,40.94291,120.5263,12.86354,12.47106,28.96436,40.46338999,168.2943875,52.57338046,77.74161113,55.06623035
1909.136274,-14.03625,98.81897,-38.74277,136.98601,65.25199,-5.568747927,129.4406447,70.16349183,136.7011918,61.57361531
1912.003336,30.26682,-20.5148,52.77967,94.31039,17.72661,-11.21124454,56.01862784,44.40751163,92.13606423,19.811916
1914.867292,153.15585,62.98725,53.23462,46.4593,24.62707,15.85032715,-61.88727652,0.849394959,8.61618394,-21.50262786
1917.728153,67.83852,-76.89761,-81.06603,0.92428,-35.13075,4.015258217,-32.03936366,-0.52898774,-17.28238003,-18.81148128
1920.585934,-29.1849,-23.79195,-43.72513,-53.43487,-32.68909,-5.134359239,54.5095992,32.3780047,-16.58450707,-3.108087466
1923.440646,108.61103,26.26915,19.43064,-15.73578,38.88254,10.73914648,-17.16518162,28.14361164,-37.94987551,-16.44941223
1926.292303,159.43704,15.50752,-8.91064,36.76681,-0.89036,-3.551835504,-39.54048784,-9.637585846,-37.21121983,-26.31315596
1929.140918,91.55939,92.90144,16.92605,108.16626,77.67431,-18.67777291,-9.251689307,-6.494372563,4.770754871,21.86512933
1931.986504,104.93943,-12.56921,36.38922,105.03539,178.16781,0.10655643,-20.80976431,60.2298203,33.88188381,103.2912468
1934.829073,32.64072,38.0099,25.03966,-2.46113,101.95388,-22.69194271,22.09766111,131.9094661,33.20929999,134.6453747
1937.668639,-84.42699,-16.30854,7.77761,-37.97255,14.95569,-41.19553583,53.21345191,133.9081252,24.5255607,84.02099569
1940.505214,9.27651,-27.03906,-45.45752,-9.0275,-26.2331,20.84149153,44.62650706,74.54619112,6.579365578,21.30955091
1943.338812,118.98342,43.88059,-38.48263,1.96336,-13.4076,53.39238641,4.477137969,67.41643184,13.01438637,48.90872526
1946.169446,39.10582,-13.29605,37.48163,11.85916,89.99809,76.98286246,37.49890937,163.0900745,101.1334027,174.1717124
1948.997128,4.62176,1.66871,22.69638,46.44456,159.85631,167.9601022,196.2962223,236.1307381,202.4402786,279.2118941
1951.821872,57.54847,59.11907,-15.35136,71.77954,99.66513,153.1841861,160.1829106,189.5455652,182.5484252,259.1595899
1954.643691,14.76237,-18.08165,-7.99142,3.22129,26.04359,34.61575321,-2.241013149,109.4172014,65.62895566,142.7462299
1957.462597,-17.29284,-27.95263,-4.91286,-58.42496,-6.7512,22.89984171,-18.44703365,66.03962446,-17.50375896,27.71905353
1960.278605,9.63221,-56.63624,1.91261,9.2582,-51.72297,27.3095788,-55.38799419,14.85904579,-31.06780293,-26.55579171
1963.091727,-25.01759,13.65851,-43.84376,47.17324,-52.27096,-53.41012086,-84.8220852,-11.12049391,-3.833260512,-4.573067452
1965.901976,-29.46689,131.76604,26.92104,78.0869,37.96006,-27.77323093,43.31977366,68.1528862,49.80161224,78.22364085
1968.709365,27.53667,142.15322,173.5346,132.79704,106.65707,109.159024,132.042816,156.5610387,72.58785236,170.231521
1971.513909,11.94179,21.2625,13.84917,-22.9973,45.16033,169.1187956,42.68813811,134.8287231,18.68085532,236.2828489
