Wavelength,AA_HS_V2S1_H_I1,AA_HS_V2S1_H_I2,AA_HS_V2S1_H_I3,AA_HS_V2S1_H_I4,AA_HS_V2S1_H_I5
811.1432614,290.4487822,107.516435,173.6725439,27.51496089,205.9035919
815.5348538,180.7289759,12.16790475,66.18374475,9.791079704,135.9028904
819.9198139,184.8465191,160.3489328,157.2018424,7.217824313,93.75737433
824.2981531,-38.94997571,32.45907566,52.02818639,18.28425478,143.3219482
828.6698824,34.5917247,45.84184443,153.6395534,26.03769348,149.7343711
833.0350133,116.6440455,62.82877101,-58.94188659,-35.40423961,63.94910463
837.393557,-47.31175926,-64.08475213,-101.2060888,-12.85368434,-3.04210707
841.7455248,22.75576198,-7.568040039,54.6722852,8.443246509,8.480641036
846.0909278,-13.62048675,-30.95174384,-38.91600624,-83.74625644,24.35600365
850.4297774,1.286537425,6.312026148,124.2163257,34.9730623,-0.881492986
854.7620848,-8.061405235,-27.48378663,41.61987402,100.9694907,1.015913187
859.0878611,38.78968654,19.13832039,-0.122534331,-8.915514695,52.70762825
863.4071176,94.33707867,80.31263499,-27.75747018,-12.32097182,76.65490741
867.7198655,-8.7510687,32.02091096,0.02485946,22.57941754,67.90508052
872.026116,138.0498315,72.77722395,172.711924,74.7555832,75.94716535
876.3258802,145.0718995,130.6318631,209.7426316,91.77235627,92.76363697
880.6191693,72.1175263,210.1185778,224.1550926,126.7235729,132.6408667
884.9059946,261.2579805,224.287277,286.1019688,200.3195009,212.7304325
889.186367,190.409779,169.7807948,171.2451583,89.12530387,244.7093955
893.4602979,25.55182764,160.3227113,93.57347409,28.81663903,141.2236972
897.7277982,8.352846717,84.65701167,67.85543236,85.81660507,-7.597662917
901.9888793,-43.05760116,8.944260287,-63.7723293,-16.86255118,-8.511797347
906.2435521,81.72790937,105.5359774,192.8109724,39.39735956,132.6711726
910.4918277,197.7603541,183.1589793,176.3396828,148.8097753,189.4439428
914.7337174,27.66616328,3.747176545,63.83597194,25.03880566,122.5019062
918.9692321,50.10498255,120.5578138,44.37515209,68.2164275,106.759295
923.1983831,134.4281116,227.2588019,183.7968196,82.18750549,98.55974624
927.4211813,-41.73716087,-49.20209579,-7.149503376,-58.65007999,-0.814449889
931.6376378,-53.79164565,-4.916900621,-98.0464369,-19.73182029,0.757995308
935.8477637,-9.020629413,31.83664176,83.25118891,69.52896598,133.0576711
940.0515701,-13.69375233,25.38668689,-29.26669724,97.11847891,115.4846618
944.249068,-30.14584634,5.732746245,-15.25453965,11.89871418,-11.6544674
948.4402684,-1.100303409,-22.58950609,-1.358589991,-2.432320515,24.36982217
952.6251825,47.01440492,89.77103255,139.1454315,66.21885466,121.7924311
