Wavelength,AAB_AS_S2_I1,AAB_AS_S2_I2,AAB_AS_S2_I4,AAB_AS_S1_I17
574.3031643,304.6882849,259.95,59.62187234,42.30969056
575.3961034,306.1273783,257.2028075,42.63913811,39.19430661
576.4888447,304.1201919,249.4606609,34.83277008,36.45643561
577.5813884,298.9953967,237.6684338,32.34,37.5753056
578.6737344,291.20462,222.4444295,23.71230717,45.45217053
579.7658827,281.279151,204.4844828,36.99901795,47.71004109
580.8578335,269.7891125,184.1781356,29.61346957,47.430896
581.9495868,257.3092598,161.5134497,18.49,53.83199194
583.0411426,244.3901959,136.7764937,16.7438871,58.2533713
584.132501,231.5314848,111.2716025,6.408252593,60.1356112
585.223662,219.1547354,87.4670168,6.579494546,63.01564771
586.3146257,207.5777885,68.31785165,-3.5,60.26871631
587.405392,196.9951057,55.58831705,-12.84,53.54625108
588.4959612,187.4712508,48.17036674,-4.51,48.44633865
589.5863331,178.9501366,42.39158499,-8.89,41.72070322
590.676508,171.2753835,34.57789204,-9.6,35.40101929
591.7664857,164.2137565,23.74565764,-5.77,33.44587777
592.8562664,157.4766403,12.43113686,-17.23,30.63504888
593.9458501,150.7405332,5.097790276,-5.95,25.82279188
595.0352368,143.6712914,4.862552084,7.596087436,20.17444967
596.1244266,135.9549253,10.732068,1.634363354,15.79444907
597.2134196,127.3329675,18.06229949,17.4496368,18.98380103
598.3022158,117.637921,22.43722202,24.27243083,20.94657703
599.3908152,106.8237015,23.06810884,10.7992066,13.90187818
600.4792179,94.98648669,21.96305455,15.2291479,9.471556465
601.567424,82.37404043,20.60445053,22.82795807,8.080508693
602.6554334,69.3834931,18.75420702,31.55162266,6.050882986
603.7432463,56.54621415,16.00982074,40.43480376,10.3153252
604.8308626,44.49794354,12.68382534,38.10703511,12.32387728
605.9182825,33.93571155,8.746501381,41.68125401,7.634617539
607.005506,25.56553075,3.376343605,42.6915585,8.988008267
608.092533,20.04253896,-3.41,33.46,10.05395482
609.1793638,17.9034973,-9.27,29.29072003,5.041411411
610.2659982,19.4969672,-10.42,20.95668856,6.304119462
611.3524364,24.92586555,-4.29,20.77153885,9.079571902
612.4386785,34.0197278,8.927452681,20.73600837,7.223524769
613.5247244,46.34470142,26.60477798,13.64709204,11.71916128
614.6105742,61.24567883,45.65308091,28.64107282,19.90179542
615.6962279,77.9079016,64.31835756,28.75698767,22.63484274
616.7816857,95.42643056,82.56064443,20.83423607,23.52037794
