Wavelength,AAB_AS_S1_I17
1474.945736,29.89719997
1474.011549,24.71456364
1473.077202,29.67877242
1472.142694,36.97279612
1471.208025,33.6351319
1470.273195,30.91116525
1469.338204,38.66301728
1468.403053,50.56773274
1467.46774,56.69236142
1466.532266,57.59904483
1465.596632,65.73882533
1464.660836,78.80637309
1463.724879,87.81596363
1462.788761,98.24811875
1461.852482,109.7610822
1460.916042,117.549455
1459.97944,125.7031843
1459.042677,131.0366592
1458.105753,131.7770084
1457.168667,129.9201428
1456.23142,122.2618225
1455.294012,114.2232357
1454.356442,105.9007715
1453.418711,92.99282796
1452.480818,78.82050086
1451.542763,65.02974006
1450.604547,57.91443309
1449.666169,50.88360663
1448.72763,32.931132
1447.788928,25.37285081
1446.850065,37.15767119
1445.911041,41.05875525
1444.971854,37.72723513
1444.032506,51.93652457
1443.092995,73.57857888
1442.153323,89.11513853
1441.213489,117.0785092
1440.273492,162.3360479
1439.333334,206.3674031
1438.393014,250.3885353
1437.452531,309.2711198
1436.511886,377.8323434
1435.571079,446.0706841
1434.63011,517.0947651
1433.688979,589.0450928
1432.747685,652.4774068
1431.806229,704.9840092
1430.864611,745.3923205
1429.92283,769.4587638
1428.980886,786.6747432
1428.038781,804.6972355
1427.096512,808.6054288
1426.154081,793.228069
1425.211488,769.9803077
1424.268732,738.7030503
1423.325813,698.5781935
1422.382732,653.3327727
1421.439487,591.998021
1420.49608,515.501469
1419.55251,446.9445346
1418.608778,385.1668499
1417.664882,322.0245386
1416.720824,271.5137646
1415.776602,235.0351918
1414.832218,204.0897486
1413.88767,179.8846008
1412.94296,163.0891727
1411.998086,150.3561455
1411.053049,140.3668329
1410.107849,133.7643484
1409.162486,122.6520521
1408.216959,105.3272988
1407.271269,96.22865693
1406.325416,99.06124744
1405.3794,105.0070648
1404.43322,109.9675052
1403.486876,110.6292253
1402.54037,102.1483781
1401.593699,88.88533399
1400.646865,82.72645193
1399.699868,84.53275929
1398.752707,84.58356085
1397.805382,87.31493914
1396.857893,98.62611054
1395.910241,107.8196767
1394.962425,120.2208603
1394.014445,143.8357663
1393.066301,164.1640822
1392.117994,180.0841693
1391.169522,196.8669024
1390.220887,206.1297229
1389.272088,210.4091883
1388.323124,218.2255769
1387.373996,218.4675464
1386.424705,203.4455294
1385.475249,191.6184457
1384.525629,182.4446677
1383.575845,158.6806649
1382.625896,136.9480911
1381.675784,124.4418178
1380.725506,99.41211731
1379.775065,69.45486443
1378.824459,49.9514242
