Wavelength,HS_V2S1_AAB_C4_S2_I2
898.6965642,38.35606832
899.7311524,34.40806184
900.7655568,30.24489535
901.7997774,26.77329808
902.8338143,26.16211335
903.8676675,26.19486927
904.9013371,24.4654124
905.9348231,23.38910222
906.9681256,24.06985855
908.0012446,24.00441311
909.0341801,25.78536115
910.0669322,35.81707068
911.0995009,51.92259357
912.1318863,64.88996893
913.1640883,72.23020443
914.1961072,79.42397318
915.2279429,89.26205659
916.2595954,98.84252951
917.2910647,105.158892
918.3223511,107.3419099
919.3534543,104.7239962
920.3843747,97.25238436
921.415112,88.46934942
922.4456665,84.22773586
923.4760381,86.00035422
924.5062269,89.03959312
925.5362329,88.49379724
926.5660562,82.28870803
927.5956968,69.03680317
928.6251548,50.63864932
929.6544302,35.13599566
930.683523,28.73491702
931.7124333,27.84795408
932.7411612,26.28530291
933.7697066,24.59746795
934.7980697,25.84350584
935.8262504,29.99314323
936.8542488,37.57746888
937.8820649,51.23246767
938.9096989,69.36187789
939.9371506,84.21063539
940.9644203,91.4981478
941.9915079,97.27246182
943.0184134,109.4959902
944.0451369,127.5811696
945.0716785,144.4540374
946.0980382,155.1034884
947.124216,160.5813311
948.1502119,163.659069
949.1760261,162.861244
950.2016586,156.102616
951.2271093,147.5413342
952.2523784,142.9304932
953.2774659,141.1026098
954.3023718,136.121877
955.3270962,124.630208
956.3516391,109.7722774
957.3760006,100.2516961
958.4001806,101.2629501
959.4241793,106.1720323
960.4479967,105.8687488
961.4716329,102.8864964
962.4950878,104.5139635
963.5183615,107.5201631
964.541454,103.7374765
965.5643655,96.88149713
966.5870959,98.87996893
967.6096453,110.2593217
968.6320137,118.3493969
969.6542011,115.3180809
970.6762077,106.0232422
971.6980335,97.75452642
972.7196784,91.12493615
973.7411426,83.55080307
974.762426,76.85052652
975.7835288,74.89719406
976.804451,74.6597076
977.8251925,67.85655753
978.8457535,52.52849439
979.866134,36.24035164
980.886334,27.19494616
981.9063536,25.56937124
982.9261929,23.57384266
983.9458517,15.1359074
984.9653303,5.663499655
985.9846287,5.293793529
987.0037468,12.47845738
988.0226847,16.93514872
989.0414426,18.6234157
990.0600203,27.46359979
991.078418,44.33934257
992.0966357,58.14756917
993.1146734,62.04436987
994.1325312,60.2408319
