#Wave,#Intensity2
1491.867262,26565
1492.798241,26608
1493.72906,26739
1494.65972,26750
1495.590219,26445
1496.520559,26581
1497.450738,26520
1498.380758,26440
1499.310618,26260
1500.240319,26130
1501.169859,26253
1502.09924,26146
1503.028462,26353
1503.957523,26195
1504.886425,25826
1505.815168,25753
1506.743751,25930
1507.672175,25977
1508.600439,26152
1509.528544,25781
1510.456489,25707
1511.384276,25941
1512.311903,26008
1513.23937,25903
1514.166679,25862
1515.093828,26588
1516.020818,26038
1516.947649,25665
1517.874321,25630
1518.800834,25749
1519.727188,25590
1520.653383,25864
1521.579419,25594
1522.505296,25643
1523.431015,25322
1524.356574,25614
1525.281975,25770
1526.207217,25604
1527.1323,25630
1528.057225,25459
1528.981991,25321
