#Wave,#Intensity
1178.64371444702,14790
1177.65791397995,14682
1176.67194103837,14905
1175.68579558257,14716
1174.6994775728,14803
1173.71298696933,14783
1172.72632373238,14949
1171.73948782219,14873
1170.75247919898,14839
1169.76529782294,14846
1168.77794365427,14635
1167.79041665313,14779
1166.8027167797,15057
1165.81484399412,14925
1164.82679825654,14944
1163.83857952708,14805
1162.85018776585,14915
1161.86162293295,14874
1160.87288498847,14997
1159.8839738925,15002
1158.89488960508,14810
1157.90563208626,15085
1156.91620129609,14881
1155.92659719459,14986
1154.93681974177,15160
1153.94686889762,14919
1152.95674462215,14968
1151.9664468753,15017
1150.97597561705,14998
1149.98533080735,14973
1148.99451240613,15218
1148.0035203733,15202
1147.01235466879,15182
1146.02101525249,15544
1145.02950208427,15385
1144.03781512401,15490
1143.04595433157,15462
1142.0539196668,15471
1141.06171108952,15362
1140.06932855955,15489
1139.07677203671,15557
1138.08404148078,15279
