#Wave,#Intensity
2120.38548471235,18658
2119.56053492399,18676
2118.73544812728,18866
2117.91022429339,19028
2117.08486339349,18733
2116.25936539875,18694
2115.43373028033,18671
2114.60795800938,18940
2113.78204855705,18830
2112.95600189446,19038
2112.12981799275,19089
2111.30349682302,19223
2110.47703835638,19290
2109.65044256394,19585
2108.82370941678,19982
2107.99683888599,18911
2107.16983094263,19112
2106.34268555778,18969
2105.51540270249,19146
2104.6879823478,18812
2103.86042446476,18833
2103.0327290244,19084
2102.20489599773,19239
2101.37692535578,19254
2100.54881706954,19111
2099.72057111001,19308
2098.89218744818,19074
2098.06366605503,19124
2097.23500690152,19304
2096.40620995863,19281
2095.57727519729,19437
2094.74820258847,19507
2093.91899210308,19164
2093.08964371207,19179
2092.26015738634,19166
2091.43053309681,19288
2090.60077081438,19112
2089.77087050994,19458
2088.94083215437,19126
2088.11065571856,19304
2087.28034117336,19200
2086.44988848963,19225
2085.61929763824,19157
2084.78856859,19298
2083.95770131576,19433
2083.12669578634,19598
2082.29555197256,19376
2081.46426984522,19433
2080.63284937512,19227
2079.80129053304,19282
2078.96959328977,19487
2078.13775761608,19569
2077.30578348273,19578
2076.47367086047,19304
2075.64141972005,19484
2074.80903003222,19392
2073.97650176768,19482
2073.14383489717,19635
2072.31102939139,19802
2071.47808522105,19728
2070.64500235684,19656
2069.81178076943,19415
2068.97842042952,19563
2068.14492130777,19483
2067.31128337483,19764
2066.47750660134,19758
2065.64359095797,19708
2064.80953641533,19600
2063.97534294405,19574
2063.14101051475,19490
2062.30653909802,19457
2061.47192866447,19620
2060.63717918469,19616
2059.80229062925,19713
2058.96726296872,19626
2058.13209617368,19569
2057.29679021466,19348
2056.46134506222,19517
2055.62576068689,19518
2054.7900370592,19916
2053.95417414967,19826
2053.11817192879,19641
2052.28203036709,19594
2051.44574943504,19701
2050.60932910314,19643
2049.77276934185,19737
2048.93607012164,19857
2048.09923141297,19705
2047.26225318629,19862
2046.42513541203,19865
2045.58787806063,19679
2044.7504811025,19499
2043.91294450806,19952
2043.07526824772,20020
