#Wavelength,#Intensity
1009.63966,16809
1008.067674,16841
1006.495363,16836
1004.922727,16995
1003.349767,16824
1001.776481,17012
1000.20287,16893
998.6289333,17051
997.0546715,16712
995.4800843,16829
993.9051715,16739
992.329933,16803
990.7543688,16785
989.1784788,16726
987.6022628,16757
986.0257208,16614
984.4488526,16689
982.8716583,16622
981.2941376,16695
979.7162906,16820
978.1381171,16643
976.5596169,16447
974.9807901,16464
973.4016366,16238
971.8221562,16315
970.2423488,16537
968.6622143,16330
967.0817528,16476
965.500964,16389
963.9198479,16375
962.3384043,16441
960.7566333,16217
959.1745346,16065
957.5921083,16279
956.0093542,16128
954.4262721,16038
952.8428622,16151
951.2591241,16178
949.6750579,16015
948.0906634,16116
946.5059406,16059
944.9208893,16058
943.3355095,16076
941.7498011,16027
940.1637639,16091
938.577398,16132
936.9907031,15919
935.4036792,15976
933.8163262,16135
932.2286441,16083
930.6406326,16115
929.0522918,15859
927.4636215,16014
925.8746217,15888
924.2852922,15995
922.6956329,16050
921.1056438,15992
919.5153248,16009
917.9246757,15742
916.3336965,15963
914.7423871,15925
913.1507473,15988
911.5587772,15986
909.9664765,15753
908.3738453,15712
906.7808834,15957
905.1875906,15983
903.593967,15731
902.0000125,15817
900.4057268,15738
898.81111,15811
897.216162,15788
895.6208826,15701
894.0252717,15697
892.4293293,15890
890.8330553,15622
889.2364495,15841
887.6395119,15681
886.0422424,15591
884.4446409,15669
882.8467073,15663
881.2484415,15585
879.6498434,15587
878.0509129,15459
876.4516499,15419
874.8520543,15324
873.252126,15371
871.651865,15289
870.0512711,15363
868.4503443,15255
866.8490844,15347
865.2474913,15386
863.645565,15339
862.0433054,15083
860.4407123,15201
858.8377857,15227
857.2345254,15143
855.6309314,15225
854.0270037,15133
852.422742,15115
850.8181463,15093
849.2132165,14945
847.6079524,15006
846.0023541,15061
844.3964214,14981
842.7901543,14985
841.1835525,14930
839.5766161,14861
837.9693448,14915
836.3617388,14987
834.7537977,14773
833.1455216,14998
831.5369103,14956
829.9279638,14796
828.3186819,14968
826.7090646,14825
825.0991118,14848
823.4888233,15036
821.878199,14926
820.267239,14976
818.655943,14932
817.044311,14767
815.4323429,14892
813.8200386,14913
812.2073979,14938
810.5944209,14868
808.9811073,15024
807.3674572,14950
805.7534703,14843
804.1391467,14919
802.5244862,14747
800.9094887,14816
799.2941541,14770
797.6784823,14872
796.0624732,14864
794.4461268,14799
792.8294429,14727
791.2124215,14695
789.5950624,14709
787.9773655,14630
786.3593308,14806
784.7409581,14804
783.1222473,14564
781.5031985,14510
779.8838113,14699
778.2640859,14648
776.6440219,14444
775.0236195,14344
773.4028784,14251
771.7817986,14379
770.16038,14310
768.5386224,14407
766.9165258,14266
765.2940901,14337
763.6713152,14288
762.048201,14212
760.4247473,14355
758.8009542,14092
757.1768214,14093
755.552349,14159
753.9275367,14076
752.3023845,14287
750.6768923,13958
749.0510601,14246
747.4248876,14125
745.7983749,14077
744.1715217,14168
742.5443281,14166
740.9167939,14124
739.288919,14189
737.6607033,14329
736.0321468,14011
734.4032492,13990
732.7740106,14164
731.1444308,14146
729.5145098,14036
727.8842474,14041
726.2536435,14029
724.622698,14002
722.9914109,13930
721.359782,14038
719.7278112,14091
718.0954985,14056
716.4628437,13945
714.8298468,14140
713.1965076,13836
711.562826,14025
709.928802,13801
708.2944355,13807
706.6597263,13975
705.0246743,13753
703.3892795,13842
701.7535418,13808
700.117461,13967
698.481037,13838
696.8442698,13753
695.2071593,13604
693.5697053,13809
691.9319078,13642
690.2937666,13742
688.6552817,13681
687.0164529,13607
685.3772803,13659
683.7377635,13526
682.0979027,13598
680.4576976,13408
678.8171481,13524
677.1762542,13439
675.5350158,13465
673.8934328,13429
672.251505,13417
670.6092324,13327
668.9666148,13449
667.3236522,13415
665.6803445,13302
664.0366916,13249
662.3926933,13242
660.7483495,13262
659.1036603,13157
657.4586254,13245
655.8132448,13333
654.1675183,13243
652.5214459,13319
650.8750275,13247
649.228263,13450
647.5811522,13325
645.933695,13320
644.2858915,13230
642.6377414,13305
640.9892446,13414
639.3404012,13208
637.6912109,13347
636.0416736,13414
634.3917894,13115
632.741558,13223
631.0909793,13175
629.4400533,13112
627.7887799,13208
626.1371589,13035
624.4851903,13071
622.832874,13162
621.1802098,13000
619.5271976,13081
617.8738374,12912
616.2201291,13105
614.5660725,12971
612.9116676,12971
611.2569143,12872
609.6018123,12845
607.9463618,12757
606.2905625,12845
604.6344143,12721
602.9779172,12854
601.321071,12723
599.6638756,12607
598.006331,12421
596.3484371,12629
594.6901937,12558
593.0316007,12614
591.3726581,12483
589.7133657,12454
588.0537234,12496
586.3937311,12460
584.7333888,12415
583.0726963,12502
581.4116536,12436
579.7502604,12381
578.0885168,12354
576.4264226,12374
574.7639778,12477
573.1011821,12270
571.4380356,12472
569.774538,12480
568.1106894,12262
566.4464896,12481
564.7819385,12430
563.117036,12446
561.451782,12362
559.7861764,12344
558.1202191,12301
556.45391,12095
554.787249,12283
553.120236,12223
551.4528708,12217
549.7851535,12179
548.1170838,12207
546.4486617,12112
544.7798871,12259
543.1107599,12157
541.4412799,12201
539.7714471,12194
538.1012613,12176
536.4307226,11948
534.7598307,12128
533.0885855,12007
531.416987,12030
529.7450351,12062
528.0727296,11872
526.4000704,11932
524.7270575,11869
523.0536907,11887
521.37997,11834
519.7058952,11866
518.0314662,11582
516.3566829,11760
514.6815453,11780
513.0060532,11723
511.3302065,11708.51074
509.6540051,11694.01841
507.9774489,11679.52302
506.3005379,11665.02455
504.6232718,11650.52302
502.9456506,11636.01842
501.2676742,11626.02064
499.5893425,11616.02075
497.9106554,11606.01874
496.2316128,11596.01461
494.5522146,11586.00837
492.8724606,11576
491.1923508,11635
489.511885,11446
487.8310633,11550
486.1498854,11610
484.4683512,11480
482.7864607,11523
481.1042137,11598
479.4216102,11509
477.73865,11459
476.0553331,11679
474.3716592,11493
472.6876284,11526
471.0032406,11462
469.3184955,11349
467.6333931,11343
465.9479334,11342
464.2621161,11369
462.5759413,11380
460.8894087,11251
459.2025184,11393
457.5152701,11471
455.8276637,11374
454.1396993,11286
452.4513766,11251
450.7626956,11337
449.0736562,11058
447.3842582,11314
445.6945015,11044
444.0043861,11125
442.3139118,11024
440.6230786,11080
438.9318863,11083
437.2403348,11056
435.548424,10967
433.8561539,10984
432.1635242,10875
430.470535,11005
428.777186,11035
427.0834772,10950
425.3894085,10870
423.6949798,10850
422.000191,10878
420.3050419,10882
418.6095325,10926
416.9136626,10748
415.2174322,10827
413.5208411,10931
411.8238893,10826
410.1265766,10928
408.428903,10886
406.7308682,10812
405.0324723,10791
403.333715,10813
401.6345964,10855
399.9351163,10921
398.2352745,10910
396.535071,10710
394.8345058,10794
393.1335785,10715
391.4322893,10797
389.7306379,10641
388.0286242,10752
386.3262482,10764
384.6235097,10603
382.9204087,10752
381.216945,10539
379.5131185,10478
377.8089291,10697
376.1043767,10513
374.3994612,10536
372.6941825,10408
370.9885405,10383
369.282535,10449
367.5761661,10389
365.8694335,10362
364.1623371,10326
362.4548769,10400
360.7470527,10340
359.0388645,10200
357.3303121,10309
355.6213954,10305.2512
353.9121143,10301.5016
352.2024687,10297.7512
350.4924585,10294
348.7820836,10292
347.0713439,10336
345.3602393,10042
343.6487696,10265
341.9369348,10151
340.2247347,10115
338.5121693,10177
336.7992384,10149
335.0859419,10064
333.3722798,10122
331.6582518,10110
329.943858,10075
328.2290982,9957
326.5139722,10110
324.7984801,10043
323.0826216,9966
321.3663966,10052
319.6498051,10106
317.932847,9963
316.2155221,9869
314.4978304,9893
312.7797716,9943
311.0613458,9832
309.3425528,9995
307.6233924,9799
305.9038647,9873
304.1839694,9705
302.4637065,9781
300.7430759,9777
299.0220774,9719
297.300711,9629
295.5789765,9622
293.8568738,9717
292.1344028,9623
290.4115635,9670
288.6883556,9686
286.9647792,9868
285.240834,9598
283.51652,9707
281.791837,9728
280.066785,9611
278.3413639,9740
276.6155735,9600
274.8894137,9585
273.1628844,9647
271.4359856,9526
269.708717,9639
267.9810786,9553
266.2530703,9619
264.524692,9657
262.7959435,9525
261.0668248,9614
259.3373357,9645
257.6074762,9497
255.877246,9539
254.1466452,9694
252.4156736,9621
250.684331,9594
248.9526175,9540
